order_id,customer_id,city,gender,age_group,channel,is_subscriber,order_date,product_name,category,unit_price,quantity,revenue,discount_pct,returned
ORD001674,CUST02502,Kolkata,Female,25-30,Instagram Ad,No,2024-03-09,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD005762,CUST00141,Mumbai,Male,31-35,Instagram Ad,Yes,2024-03-09,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD004575,CUST01918,Delhi,Other,36-45,Referral,No,2024-03-09,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD004065,CUST02591,Kolkata,Other,36-45,Influencer,No,2024-03-09,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD000333,CUST00080,Mumbai,Male,25-30,Instagram Ad,No,2024-03-09,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD007396,CUST00802,Kolkata,Female,31-35,Referral,No,2024-03-10,Protein Bar - Coffee,Nutrition,180,1,180,15,No
ORD003018,CUST01846,Mumbai,Female,25-30,Influencer,No,2024-03-10,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD001693,CUST00434,Bangalore,Other,25-30,Instagram Ad,No,2024-03-10,Vitamin C Serum,Skincare,599,1,599,15,No
ORD003188,CUST01212,Delhi,Male,18-24,Influencer,Yes,2024-03-10,Peanut Butter - Crunchy,Nutrition,349,1,349,15,No
ORD005276,CUST02465,Pune,Male,18-24,Instagram Ad,Yes,2024-03-10,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD001324,CUST02063,Chennai,Male,36-45,Influencer,No,2024-03-10,Cat Treats - Tuna,Pet Care,249,1,249,10,Yes
ORD005322,CUST01888,Hyderabad,Male,36-45,Influencer,No,2024-03-10,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD005243,CUST02055,Delhi,Other,25-30,Instagram Ad,No,2024-03-10,Vitamin C Serum,Skincare,599,1,599,5,No
ORD006695,CUST01836,Delhi,Female,36-45,Organic Search,No,2024-03-10,Face Wash - Charcoal,Skincare,299,3,897,15,No
ORD002529,CUST01292,Lucknow,Female,18-24,Instagram Ad,Yes,2024-03-10,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004509,CUST00171,Delhi,Female,31-35,Instagram Ad,No,2024-03-10,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD006221,CUST02335,Lucknow,Female,31-35,Instagram Ad,No,2024-03-10,Vitamin C Serum,Skincare,599,1,599,0,No
ORD006600,CUST02684,Pune,Male,31-35,Google Ad,Yes,2024-03-10,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No
ORD006871,CUST00748,Kolkata,Other,31-35,Instagram Ad,No,2024-03-10,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD004859,CUST00826,Lucknow,Other,25-30,Google Ad,No,2024-03-11,Cat Treats - Tuna,Pet Care,249,3,747,10,No
ORD002523,CUST01178,Pune,Other,36-45,Google Ad,No,2024-03-11,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD006592,CUST02734,Chennai,Other,18-24,Google Ad,Yes,2024-03-11,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No
ORD003113,CUST00239,Ahmedabad,Female,18-24,Google Ad,No,2024-03-11,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD006470,CUST00193,Chennai,Other,25-30,Instagram Ad,No,2024-03-11,Cat Treats - Tuna,Pet Care,249,2,498,15,No
ORD006912,CUST00236,Bangalore,Female,18-24,Organic Search,No,2024-03-11,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD003608,CUST02047,Mumbai,Other,25-30,Instagram Ad,No,2024-03-11,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No
ORD006890,CUST02118,Mumbai,Other,25-30,Instagram Ad,No,2024-03-11,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD005222,CUST00564,Chennai,Male,31-35,Referral,No,2024-03-11,Cat Treats - Tuna,Pet Care,249,2,498,5,No
ORD002854,CUST00165,Delhi,Male,25-30,Organic Search,No,2024-03-11,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No
ORD003835,CUST02262,Mumbai,Female,25-30,Google Ad,No,2024-03-11,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,No
ORD004940,CUST01695,Bangalore,Male,31-35,Influencer,Yes,2024-03-11,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD006409,CUST01487,Delhi,Male,45+,Instagram Ad,Yes,2024-03-12,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD001090,CUST01339,Bangalore,Other,25-30,Google Ad,No,2024-03-12,Face Wash - Charcoal,Skincare,299,2,598,5,No
ORD007603,CUST02764,Chennai,Female,31-35,Influencer,No,2024-03-12,Vitamin C Serum,Skincare,599,2,1198,0,No
ORD005173,CUST01422,Chennai,Male,18-24,Google Ad,No,2024-03-12,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No
ORD002880,CUST01965,Delhi,Other,25-30,Instagram Ad,Yes,2024-03-12,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD005495,CUST00483,Mumbai,Other,31-35,Organic Search,No,2024-03-12,Shampoo - Anti Dandruff,Haircare,349,2,698,10,No
ORD002412,CUST00610,Delhi,Female,25-30,Google Ad,Yes,2024-03-12,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD005039,CUST01210,Bangalore,Other,25-30,Instagram Ad,No,2024-03-12,Protein Bar - Coffee,Nutrition,180,1,180,15,No
ORD004505,CUST00642,Delhi,Female,25-30,Instagram Ad,No,2024-03-12,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No
ORD006280,CUST01560,Pune,Male,31-35,Referral,No,2024-03-12,Cat Treats - Tuna,Pet Care,249,2,498,5,No
ORD004238,CUST01261,Pune,Male,31-35,Instagram Ad,No,2024-03-12,Face Wash - Charcoal,Skincare,299,2,598,5,No
ORD002184,CUST01236,Bangalore,Male,25-30,Referral,No,2024-03-13,Peanut Butter - Crunchy,Nutrition,349,2,698,5,No
ORD007376,CUST00818,Hyderabad,Other,31-35,Instagram Ad,Yes,2024-03-13,Face Wash - Charcoal,Skincare,299,1,299,15,No
ORD002281,CUST00723,Kolkata,Male,31-35,Instagram Ad,No,2024-03-13,Sanitary Pads - Heavy Flow,Wellness,249,3,747,5,No
ORD004767,CUST00629,Bangalore,Male,25-30,Organic Search,No,2024-03-13,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD002295,CUST02686,Chennai,Other,18-24,Instagram Ad,No,2024-03-13,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD003007,CUST02295,Chennai,Other,18-24,Google Ad,Yes,2024-03-13,Protein Bar - Coffee,Nutrition,180,2,360,0,Yes
ORD003603,CUST02560,Delhi,Female,31-35,Referral,No,2024-03-13,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No
ORD006086,CUST02767,Mumbai,Other,18-24,Instagram Ad,No,2024-03-13,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004576,CUST00199,Pune,Male,25-30,Instagram Ad,No,2024-03-13,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD006215,CUST02498,Chennai,Female,18-24,Google Ad,No,2024-03-13,Moisturiser SPF 50,Skincare,499,1,499,5,No
ORD005205,CUST02005,Pune,Other,25-30,Google Ad,No,2024-03-13,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD005237,CUST02091,Mumbai,Female,31-35,Instagram Ad,No,2024-03-13,Dog Food - Chicken 1kg,Pet Care,599,2,1198,5,No
ORD003298,CUST01550,Kolkata,Female,18-24,Instagram Ad,Yes,2024-03-13,Vitamin C Serum,Skincare,599,1,599,10,No
ORD002650,CUST00433,Pune,Other,31-35,Instagram Ad,No,2024-03-13,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD000798,CUST00929,Pune,Male,31-35,Influencer,No,2024-03-13,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No
ORD004986,CUST02787,Hyderabad,Other,18-24,Google Ad,No,2024-03-14,Face Wash - Charcoal,Skincare,299,2,598,5,No
ORD005219,CUST01749,Mumbai,Other,18-24,Influencer,No,2024-03-14,Protein Bar - Coffee,Nutrition,180,3,540,10,No
ORD007116,CUST00071,Delhi,Female,36-45,Google Ad,Yes,2024-03-14,Vitamin C Serum,Skincare,599,1,599,5,No
ORD004470,CUST02159,Bangalore,Other,18-24,Instagram Ad,No,2024-03-14,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD004432,CUST01515,Bangalore,Female,25-30,Referral,No,2024-03-14,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD000378,CUST00482,Mumbai,Male,31-35,Organic Search,No,2024-03-14,Cat Treats - Tuna,Pet Care,249,1,249,10,No
ORD001272,CUST02505,Delhi,Male,18-24,Instagram Ad,No,2024-03-14,Protein Bar - Peanut Butter,Nutrition,180,2,360,10,No
ORD003255,CUST00830,Mumbai,Female,25-30,Referral,No,2024-03-14,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD004658,CUST01703,Delhi,Female,25-30,Referral,Yes,2024-03-14,Face Wash - Charcoal,Skincare,299,2,598,5,No
ORD005498,CUST01338,Hyderabad,Male,25-30,Organic Search,No,2024-03-14,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004103,CUST01872,Hyderabad,Other,25-30,Google Ad,No,2024-03-14,Vitamin C Serum,Skincare,599,2,1198,0,No
ORD004918,CUST00347,Delhi,Other,31-35,Referral,Yes,2024-03-14,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD002845,CUST00686,Delhi,Male,25-30,Instagram Ad,Yes,2024-03-14,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD000302,CUST01987,Mumbai,Female,25-30,Organic Search,No,2024-03-15,Dog Food - Chicken 1kg,Pet Care,599,3,1797,0,No
ORD000540,CUST00634,Mumbai,Other,25-30,Organic Search,No,2024-03-15,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD006548,CUST00394,Kolkata,Female,31-35,Instagram Ad,Yes,2024-03-15,Muesli - No Added Sugar,Nutrition,299,2,598,0,No
ORD005021,CUST00352,Bangalore,Female,31-35,Referral,No,2024-03-15,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No
ORD003760,CUST00803,Pune,Other,25-30,Instagram Ad,No,2024-03-15,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD003447,CUST00714,Ahmedabad,Male,18-24,Instagram Ad,No,2024-03-15,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD000473,CUST00384,Delhi,Other,31-35,Google Ad,Yes,2024-03-15,Face Wash - Charcoal,Skincare,299,1,299,10,No
ORD004196,CUST01987,Mumbai,Female,25-30,Organic Search,No,2024-03-15,Dog Food - Chicken 1kg,Pet Care,599,3,1797,10,No
ORD004628,CUST02464,Pune,Female,18-24,Referral,No,2024-03-15,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No
ORD005639,CUST02851,Bangalore,Male,18-24,Referral,No,2024-03-15,Moisturiser SPF 50,Skincare,499,2,998,0,No
ORD002055,CUST00560,Mumbai,Male,36-45,Instagram Ad,Yes,2024-03-16,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No
ORD005438,CUST01053,Mumbai,Other,18-24,Instagram Ad,No,2024-03-16,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No
ORD000259,CUST01213,Mumbai,Female,31-35,Influencer,No,2024-03-16,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No
ORD005893,CUST02374,Mumbai,Female,25-30,Organic Search,No,2024-03-16,Protein Bar - Peanut Butter,Nutrition,180,1,180,10,No
ORD001802,CUST02806,Bangalore,Male,18-24,Referral,No,2024-03-16,Sanitary Pads - Heavy Flow,Wellness,249,2,498,5,No
ORD003720,CUST02407,Delhi,Other,25-30,Organic Search,No,2024-03-16,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD007797,CUST00588,Mumbai,Other,25-30,Organic Search,No,2024-03-16,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD002457,CUST00646,Kolkata,Female,18-24,Google Ad,No,2024-03-17,Dog Food - Chicken 1kg,Pet Care,599,3,1797,0,No
ORD001525,CUST02672,Delhi,Male,25-30,Google Ad,Yes,2024-03-17,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD007761,CUST01483,Ahmedabad,Other,31-35,Instagram Ad,No,2024-03-17,Vitamin C Serum,Skincare,599,1,599,15,No
ORD002665,CUST02694,Mumbai,Female,25-30,Instagram Ad,Yes,2024-03-17,Shampoo - Anti Dandruff,Haircare,349,1,349,15,No
ORD006131,CUST01540,Hyderabad,Female,31-35,Instagram Ad,No,2024-03-17,Face Wash - Charcoal,Skincare,299,2,598,10,No
ORD005778,CUST00403,Bangalore,Male,18-24,Referral,No,2024-03-17,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No
ORD007029,CUST00937,Mumbai,Male,18-24,Organic Search,No,2024-03-17,Dog Food - Chicken 1kg,Pet Care,599,2,1198,10,No
ORD003117,CUST00362,Mumbai,Female,36-45,Organic Search,No,2024-03-17,Sanitary Pads - Heavy Flow,Wellness,249,1,249,10,No
ORD004595,CUST00127,Mumbai,Female,31-35,Influencer,No,2024-03-17,Muesli - No Added Sugar,Nutrition,299,2,598,5,No
ORD006205,CUST02287,Bangalore,Male,31-35,Google Ad,No,2024-03-17,Cat Treats - Tuna,Pet Care,249,2,498,15,No
ORD003232,CUST01196,Mumbai,Other,18-24,Google Ad,No,2024-03-17,Vitamin C Serum,Skincare,599,1,599,0,No
ORD007649,CUST02897,Hyderabad,Male,31-35,Google Ad,Yes,2024-03-18,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD000162,CUST00130,Chennai,Other,25-30,Influencer,Yes,2024-03-18,Moisturiser SPF 50,Skincare,499,1,499,5,No
ORD003980,CUST02897,Hyderabad,Male,31-35,Google Ad,Yes,2024-03-18,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD003573,CUST01980,Mumbai,Female,31-35,Instagram Ad,No,2024-03-18,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No
ORD001703,CUST00696,Kolkata,Female,18-24,Influencer,No,2024-03-18,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No
ORD007247,CUST01988,Delhi,Male,36-45,Influencer,Yes,2024-03-18,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No
ORD004356,CUST01155,Kolkata,Other,31-35,Instagram Ad,No,2024-03-18,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD000298,CUST02084,Bangalore,Other,31-35,Referral,No,2024-03-18,Cat Treats - Tuna,Pet Care,249,1,249,15,No
ORD007370,CUST00141,Mumbai,Male,31-35,Instagram Ad,Yes,2024-03-18,Sanitary Pads - Regular,Wellness,199,2,398,5,No
ORD004331,CUST00196,Bangalore,Female,31-35,Instagram Ad,No,2024-03-18,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD003669,CUST01488,Chennai,Male,31-35,Instagram Ad,Yes,2024-03-18,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD003499,CUST02513,Lucknow,Male,31-35,Referral,No,2024-03-19,Shampoo - Anti Dandruff,Haircare,349,3,1047,5,No
ORD005422,CUST01437,Hyderabad,Other,18-24,Organic Search,No,2024-03-19,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD004521,CUST00453,Mumbai,Other,18-24,Organic Search,No,2024-03-19,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD001129,CUST00154,Mumbai,Other,31-35,Referral,No,2024-03-19,Protein Bar - Dark Chocolate,Nutrition,180,1,180,10,No
ORD005790,CUST00452,Chennai,Male,25-30,Organic Search,Yes,2024-03-19,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No
ORD001195,CUST02898,Hyderabad,Female,31-35,Google Ad,No,2024-03-19,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD007627,CUST01033,Mumbai,Female,25-30,Instagram Ad,Yes,2024-03-20,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD006792,CUST00900,Bangalore,Other,18-24,Google Ad,No,2024-03-20,Sanitary Pads - Regular,Wellness,199,1,199,10,No
ORD004871,CUST02609,Bangalore,Other,31-35,Influencer,No,2024-03-20,Face Wash - Charcoal,Skincare,299,2,598,5,No
ORD002018,CUST00588,Mumbai,Other,25-30,Organic Search,No,2024-03-20,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD003318,CUST01112,Lucknow,Male,25-30,Instagram Ad,No,2024-03-20,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No
ORD005159,CUST01990,Kolkata,Other,31-35,Instagram Ad,Yes,2024-03-20,Peanut Butter - Crunchy,Nutrition,349,2,698,10,No
ORD000524,CUST00161,Delhi,Other,18-24,Instagram Ad,No,2024-03-20,Protein Bar - Dark Chocolate,Nutrition,180,2,360,5,No
ORD001030,CUST01492,Ahmedabad,Female,25-30,Influencer,Yes,2024-03-20,Face Wash - Charcoal,Skincare,299,2,598,0,No
ORD004992,CUST02762,Hyderabad,Other,25-30,Instagram Ad,No,2024-03-20,Face Wash - Charcoal,Skincare,299,1,299,10,No
ORD003631,CUST02050,Delhi,Male,31-35,Organic Search,Yes,2024-03-20,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD000127,CUST01408,Mumbai,Female,25-30,Referral,No,2024-03-20,Vitamin C Serum,Skincare,599,2,1198,5,No
ORD004803,CUST00910,Mumbai,Male,36-45,Instagram Ad,Yes,2024-03-20,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD006447,CUST02199,Hyderabad,Male,18-24,Google Ad,No,2024-03-20,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No
ORD004774,CUST00414,Delhi,Other,18-24,Instagram Ad,No,2024-03-20,Dog Food - Chicken 1kg,Pet Care,599,2,1198,10,No
ORD004677,CUST02523,Delhi,Male,31-35,Instagram Ad,Yes,2024-03-21,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD000199,CUST02613,Lucknow,Other,25-30,Organic Search,No,2024-03-21,Protein Bar - Coffee,Nutrition,180,1,180,5,No
ORD002458,CUST01998,Kolkata,Female,31-35,Organic Search,Yes,2024-03-21,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD002489,CUST01098,Mumbai,Other,18-24,Instagram Ad,No,2024-03-21,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD006887,CUST01549,Ahmedabad,Male,31-35,Organic Search,Yes,2024-03-21,Muesli - No Added Sugar,Nutrition,299,1,299,5,No
ORD001785,CUST01109,Ahmedabad,Other,25-30,Instagram Ad,No,2024-03-21,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No
ORD005673,CUST00810,Jaipur,Female,18-24,Organic Search,No,2024-03-21,Cat Treats - Tuna,Pet Care,249,1,249,0,No
ORD000842,CUST00496,Chennai,Other,18-24,Google Ad,No,2024-03-21,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD002604,CUST02834,Hyderabad,Male,36-45,Instagram Ad,No,2024-03-21,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No
ORD001327,CUST01663,Kolkata,Other,31-35,Instagram Ad,No,2024-03-21,Sanitary Pads - Regular,Wellness,199,2,398,5,No
ORD001579,CUST01119,Delhi,Other,18-24,Organic Search,No,2024-03-21,Dog Food - Chicken 1kg,Pet Care,599,2,1198,15,No
ORD006690,CUST00382,Delhi,Female,25-30,Instagram Ad,No,2024-03-21,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No
ORD006607,CUST02126,Delhi,Female,25-30,Instagram Ad,No,2024-03-21,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No
ORD003055,CUST00319,Mumbai,Male,31-35,Google Ad,Yes,2024-03-22,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No
ORD006363,CUST01336,Jaipur,Male,31-35,Instagram Ad,Yes,2024-03-22,Sanitary Pads - Regular,Wellness,199,1,199,10,Yes
ORD007950,CUST01247,Mumbai,Female,25-30,Organic Search,No,2024-03-22,Peanut Butter - Crunchy,Nutrition,349,1,349,5,No
ORD003339,CUST01630,Hyderabad,Male,36-45,Influencer,Yes,2024-03-22,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD003284,CUST00585,Delhi,Other,25-30,Instagram Ad,No,2024-03-22,Face Wash - Charcoal,Skincare,299,1,299,0,No
ORD002683,CUST00870,Bangalore,Male,45+,Google Ad,No,2024-03-22,Vitamin C Serum,Skincare,599,3,1797,5,No
ORD005710,CUST00486,Delhi,Female,18-24,Referral,No,2024-03-22,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD004550,CUST02257,Delhi,Other,25-30,Google Ad,Yes,2024-03-22,Peanut Butter - Crunchy,Nutrition,349,2,698,10,No
ORD005913,CUST02220,Delhi,Other,18-24,Google Ad,Yes,2024-03-22,Dog Food - Chicken 1kg,Pet Care,599,1,599,15,No
ORD007538,CUST02698,Delhi,Male,31-35,Referral,No,2024-03-22,Vitamin C Serum,Skincare,599,2,1198,0,No
ORD000729,CUST01436,Pune,Male,36-45,Referral,No,2024-03-23,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD006149,CUST01748,Mumbai,Other,18-24,Influencer,Yes,2024-03-23,Face Wash - Charcoal,Skincare,299,1,299,5,No
ORD006685,CUST02911,Chennai,Male,45+,Google Ad,No,2024-03-23,Protein Bar - Coffee,Nutrition,180,2,360,10,No
ORD002518,CUST00701,Ahmedabad,Female,31-35,Influencer,No,2024-03-23,Cat Treats - Tuna,Pet Care,249,1,249,15,No
ORD001808,CUST02141,Ahmedabad,Other,18-24,Organic Search,No,2024-03-23,Shampoo - Anti Dandruff,Haircare,349,2,698,5,No
ORD005460,CUST02857,Delhi,Male,36-45,Instagram Ad,No,2024-03-23,Sanitary Pads - Regular,Wellness,199,2,398,0,No
ORD006854,CUST02970,Bangalore,Male,31-35,Organic Search,No,2024-03-23,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No
ORD000521,CUST02367,Jaipur,Other,31-35,Influencer,No,2024-03-23,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD006981,CUST00861,Bangalore,Male,25-30,Instagram Ad,No,2024-03-23,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD005925,CUST01564,Mumbai,Male,25-30,Google Ad,No,2024-03-23,Moisturiser SPF 50,Skincare,499,2,998,15,No
ORD007747,CUST02364,Mumbai,Female,18-24,Referral,No,2024-03-24,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No
ORD000281,CUST00948,Lucknow,Other,18-24,Instagram Ad,Yes,2024-03-24,Protein Bar - Dark Chocolate,Nutrition,180,2,360,5,No
ORD007684,CUST00119,Ahmedabad,Other,18-24,Google Ad,No,2024-03-24,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No
ORD003732,CUST01317,Bangalore,Female,45+,Instagram Ad,No,2024-03-24,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD001111,CUST00015,Mumbai,Other,18-24,Instagram Ad,No,2024-03-24,Cat Treats - Tuna,Pet Care,249,1,249,5,No
ORD001096,CUST00691,Mumbai,Male,18-24,Organic Search,No,2024-03-24,Face Wash - Charcoal,Skincare,299,2,598,0,No
ORD003177,CUST00384,Delhi,Other,31-35,Google Ad,Yes,2024-03-24,Moisturiser SPF 50,Skincare,499,3,1497,0,No
ORD007311,CUST02914,Mumbai,Female,18-24,Referral,No,2024-03-24,Face Wash - Charcoal,Skincare,299,2,598,15,No
ORD001834,CUST00020,Mumbai,Female,31-35,Google Ad,Yes,2024-03-24,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD001352,CUST01886,Mumbai,Other,18-24,Organic Search,No,2024-03-24,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No
ORD006062,CUST00909,Delhi,Female,25-30,Instagram Ad,No,2024-03-24,Vitamin C Serum,Skincare,599,1,599,0,No
ORD007404,CUST01656,Bangalore,Other,18-24,Google Ad,No,2024-03-25,Vitamin C Serum,Skincare,599,1,599,0,No
ORD004989,CUST02812,Chennai,Male,18-24,Google Ad,No,2024-03-25,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No
ORD007971,CUST02482,Mumbai,Male,25-30,Google Ad,No,2024-03-25,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD007719,CUST01956,Delhi,Other,25-30,Google Ad,No,2024-03-25,Vitamin C Serum,Skincare,599,2,1198,5,No
ORD004990,CUST01791,Bangalore,Other,31-35,Organic Search,No,2024-03-25,Cat Treats - Tuna,Pet Care,249,3,747,0,No
ORD002756,CUST00815,Mumbai,Other,31-35,Google Ad,No,2024-03-25,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD004081,CUST00092,Delhi,Other,36-45,Influencer,No,2024-03-25,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No
ORD003400,CUST01484,Lucknow,Female,18-24,Google Ad,No,2024-03-25,Protein Bar - Coffee,Nutrition,180,2,360,0,No
ORD003749,CUST01040,Kolkata,Female,25-30,Influencer,No,2024-03-25,Peanut Butter - Crunchy,Nutrition,349,2,698,10,No
ORD001892,CUST00288,Kolkata,Male,36-45,Organic Search,No,2024-03-25,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No
ORD003513,CUST00810,Jaipur,Female,18-24,Organic Search,No,2024-03-26,Cat Treats - Tuna,Pet Care,249,1,249,0,Yes
ORD007714,CUST02002,Delhi,Female,25-30,Referral,No,2024-03-26,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No
ORD002201,CUST02695,Hyderabad,Male,25-30,Referral,Yes,2024-03-26,Muesli - No Added Sugar,Nutrition,299,1,299,10,No
ORD006781,CUST00578,Delhi,Male,18-24,Google Ad,No,2024-03-26,Sanitary Pads - Regular,Wellness,199,1,199,5,No
ORD006243,CUST02615,Delhi,Other,18-24,Instagram Ad,No,2024-03-26,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No
ORD007148,CUST02471,Pune,Male,25-30,Google Ad,No,2024-03-26,Sanitary Pads - Regular,Wellness,199,1,199,0,No
ORD003845,CUST02408,Delhi,Other,18-24,Instagram Ad,No,2024-03-26,Moisturiser SPF 50,Skincare,499,1,499,0,No
ORD006670,CUST02547,Bangalore,Male,31-35,Referral,No,2024-03-26,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No
ORD006191,CUST01824,Bangalore,Female,18-24,Instagram Ad,No,2024-03-26,Sanitary Pads - Regular,Wellness,199,1,199,10,No
ORD006263,CUST01285,Mumbai,Female,31-35,Organic Search,No,2024-03-26,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No
ORD003371,CUST02205,Delhi,Male,25-30,Organic Search,No,2024-03-26,Muesli - No Added Sugar,Nutrition,299,1,299,0,No
ORD007645,CUST00714,Ahmedabad,Male,18-24,Instagram Ad,No,2024-03-26,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No
ORD004167,CUST01183,Mumbai,Other,31-35,Instagram Ad,Yes,2024-03-26,Muesli - No Added Sugar,Nutrition,299,2,598,0,No
ORD002962,CUST01291,Mumbai,Male,31-35,Instagram Ad,No,2024-03-27,Protein Bar - Coffee,Nutrition,180,1,180,0,No
ORD002391,CUST02001,Hyderabad,Female,31-35,Instagram Ad,No,2024-03-27,Face Wash - Charcoal,Skincare,299,1,299,0,Yes
ORD000365,CUST01763,Bangalore,Female,18-24,Referral,No,2024-03-27,Sanitary Pads - Heavy Flow,Wellness,249,2,498,10,No
ORD005399,CUST01588,Hyderabad,Other,25-30,Instagram Ad,No,2024-03-27,Protein Bar - Coffee,Nutrition,180,1,180,15,No
