customer_id,first_purchase,last_purchase,total_orders,total_revenue,avg_order_value,cohort_month,city,channel,is_subscriber
CUST01525,2023-07-28,2024-04-22,2,878,439.0,2023-07,Kolkata,Instagram Ad,No
CUST01526,2024-01-25,2024-12-11,4,1318,329.5,2024-01,Hyderabad,Instagram Ad,No
CUST01527,2023-02-19,2024-06-19,2,1395,697.5,2023-02,Mumbai,Google Ad,Yes
CUST01528,2023-11-17,2024-09-01,3,2494,831.3333333333334,2023-11,Jaipur,Influencer,No
CUST01529,2023-04-26,2024-08-21,2,2157,1078.5,2023-04,Bangalore,Instagram Ad,No
CUST01531,2023-08-03,2023-09-08,2,848,424.0,2023-08,Mumbai,Instagram Ad,No
CUST01532,2023-04-10,2024-10-31,5,3041,608.2,2023-04,Chennai,Google Ad,No
CUST01535,2023-06-14,2023-06-14,1,349,349.0,2023-06,Ahmedabad,Organic Search,No
CUST01536,2024-04-16,2024-09-07,2,720,360.0,2024-04,Delhi,Instagram Ad,No
CUST01537,2023-07-22,2023-07-22,1,498,498.0,2023-07,Mumbai,Google Ad,No
CUST01538,2024-12-11,2024-12-11,1,249,249.0,2024-12,Jaipur,Organic Search,No
CUST01539,2023-07-16,2023-09-29,2,1198,599.0,2023-07,Mumbai,Instagram Ad,Yes
CUST01540,2023-04-09,2024-12-03,5,3671,734.2,2023-04,Hyderabad,Instagram Ad,No
CUST01541,2024-02-08,2024-10-02,3,959,319.6666666666667,2024-02,Delhi,Instagram Ad,No
CUST01542,2023-03-14,2024-06-04,3,900,300.0,2023-03,Bangalore,Google Ad,No
CUST01543,2023-02-01,2023-10-27,3,1447,482.3333333333333,2023-02,Mumbai,Instagram Ad,No
CUST01544,2023-05-01,2024-12-04,8,3345,418.125,2023-05,Kolkata,Google Ad,No
CUST01545,2023-11-18,2023-11-18,1,349,349.0,2023-11,Mumbai,Instagram Ad,No
CUST01546,2023-01-15,2024-07-31,3,2574,858.0,2023-01,Mumbai,Instagram Ad,No
CUST01547,2024-04-24,2024-08-14,3,1796,598.6666666666666,2024-04,Chennai,Referral,No
CUST01548,2023-12-05,2024-07-26,2,747,373.5,2023-12,Mumbai,Organic Search,No
CUST01549,2024-03-21,2024-03-21,1,299,299.0,2024-03,Ahmedabad,Organic Search,Yes
CUST01550,2024-03-13,2024-09-13,3,1995,665.0,2024-03,Kolkata,Instagram Ad,Yes
CUST01551,2023-07-06,2024-10-23,3,728,242.66666666666666,2023-07,Bangalore,Influencer,No
CUST01552,2023-01-05,2023-10-05,3,1646,548.6666666666666,2023-01,Jaipur,Instagram Ad,No
CUST01554,2023-01-31,2024-11-27,5,2491,498.2,2023-01,Delhi,Referral,No
CUST01555,2023-01-27,2024-05-28,5,3141,628.2,2023-01,Delhi,Google Ad,Yes
CUST01556,2023-12-30,2024-07-03,2,1345,672.5,2023-12,Hyderabad,Instagram Ad,No
CUST01559,2024-08-24,2024-08-24,1,349,349.0,2024-08,Mumbai,Google Ad,No
CUST01560,2023-02-21,2024-10-15,5,2774,554.8,2023-02,Pune,Referral,No
CUST01561,2023-11-28,2024-10-10,4,1644,411.0,2023-11,Mumbai,Google Ad,No
CUST01562,2024-08-03,2024-08-03,1,199,199.0,2024-08,Pune,Instagram Ad,No
CUST01563,2023-02-16,2024-06-03,2,1198,599.0,2023-02,Mumbai,Google Ad,Yes
CUST01564,2023-01-20,2024-03-23,3,1477,492.3333333333333,2023-01,Mumbai,Google Ad,No
CUST01565,2023-10-03,2024-06-07,4,1775,443.75,2023-10,Hyderabad,Referral,Yes
CUST01566,2023-03-08,2023-12-01,4,1337,334.25,2023-03,Kolkata,Instagram Ad,No
CUST01567,2023-01-28,2023-06-12,2,1558,779.0,2023-01,Bangalore,Influencer,Yes
CUST01568,2023-11-05,2024-10-19,3,1496,498.6666666666667,2023-11,Pune,Google Ad,No
CUST01569,2023-06-29,2024-07-29,5,3443,688.6,2023-06,Bangalore,Organic Search,No
CUST01570,2023-01-17,2023-01-17,1,349,349.0,2023-01,Delhi,Referral,Yes
CUST01571,2023-06-12,2024-12-20,3,878,292.6666666666667,2023-06,Pune,Referral,No
CUST01572,2023-04-02,2024-08-05,3,1527,509.0,2023-04,Pune,Referral,No
CUST01573,2023-08-03,2023-08-24,2,847,423.5,2023-08,Bangalore,Instagram Ad,No
CUST01574,2024-04-02,2024-04-02,1,499,499.0,2024-04,Delhi,Referral,No
CUST01575,2023-12-01,2024-12-31,2,2146,1073.0,2023-12,Mumbai,Organic Search,No
CUST01576,2023-06-06,2023-06-06,1,360,360.0,2023-06,Bangalore,Google Ad,No
CUST01577,2023-09-09,2023-09-09,1,299,299.0,2023-09,Bangalore,Google Ad,No
CUST01578,2023-02-21,2024-10-14,3,1677,559.0,2023-02,Chennai,Google Ad,No
CUST01579,2023-01-03,2023-01-03,1,349,349.0,2023-01,Delhi,Instagram Ad,No
CUST01580,2023-09-05,2024-08-15,3,1245,415.0,2023-09,Pune,Organic Search,Yes
CUST01581,2023-09-05,2024-02-06,2,898,449.0,2023-09,Bangalore,Google Ad,No
CUST01582,2023-05-02,2024-12-11,4,1445,361.25,2023-05,Mumbai,Influencer,No
CUST01583,2023-04-04,2024-08-28,3,2056,685.3333333333334,2023-04,Mumbai,Instagram Ad,No
CUST01584,2023-10-17,2024-12-28,5,3133,626.6,2023-10,Bangalore,Instagram Ad,No
CUST01585,2023-08-05,2023-08-18,2,709,354.5,2023-08,Mumbai,Google Ad,No
CUST01586,2023-04-23,2024-12-14,2,859,429.5,2023-04,Pune,Organic Search,No
CUST01587,2023-03-05,2024-11-22,3,1795,598.3333333333334,2023-03,Mumbai,Instagram Ad,No
CUST01588,2023-04-12,2024-09-24,5,1038,207.6,2023-04,Hyderabad,Instagram Ad,No
CUST01589,2023-03-16,2024-11-30,3,777,259.0,2023-03,Pune,Influencer,No
CUST01590,2024-03-05,2024-04-22,2,948,474.0,2024-03,Bangalore,Influencer,No
CUST01591,2023-11-24,2024-08-31,5,3173,634.6,2023-11,Bangalore,Instagram Ad,No
CUST01592,2023-04-20,2024-04-03,3,969,323.0,2023-04,Pune,Google Ad,Yes
CUST01593,2023-09-10,2024-09-05,3,1376,458.6666666666667,2023-09,Kolkata,Organic Search,No
CUST01594,2023-11-27,2024-05-31,2,2295,1147.5,2023-11,Ahmedabad,Instagram Ad,Yes
CUST01595,2024-02-10,2024-08-12,2,858,429.0,2024-02,Chennai,Influencer,No
CUST01596,2023-01-06,2024-11-05,4,1327,331.75,2023-01,Bangalore,Instagram Ad,Yes
CUST01597,2023-10-05,2024-12-06,3,1696,565.3333333333334,2023-10,Pune,Google Ad,No
CUST01598,2023-11-10,2024-07-01,3,1246,415.3333333333333,2023-11,Pune,Instagram Ad,No
CUST01599,2024-10-23,2024-10-23,1,299,299.0,2024-10,Hyderabad,Influencer,No
CUST01600,2024-04-05,2024-05-19,2,1646,823.0,2024-04,Delhi,Google Ad,No
CUST01601,2023-08-09,2024-07-12,3,1697,565.6666666666666,2023-08,Kolkata,Instagram Ad,No
CUST01602,2023-11-25,2023-12-19,2,948,474.0,2023-11,Kolkata,Instagram Ad,No
CUST01603,2024-12-27,2024-12-27,1,698,698.0,2024-12,Jaipur,Instagram Ad,No
CUST01604,2023-12-26,2023-12-26,1,698,698.0,2023-12,Delhi,Instagram Ad,No
CUST01605,2024-08-05,2024-11-06,2,789,394.5,2024-08,Ahmedabad,Referral,No
CUST01606,2023-01-26,2023-12-15,4,2774,693.5,2023-01,Bangalore,Instagram Ad,No
CUST01607,2023-05-27,2024-07-17,2,1397,698.5,2023-05,Mumbai,Influencer,No
CUST01608,2023-04-16,2024-01-27,4,1026,256.5,2023-04,Pune,Organic Search,No
CUST01609,2023-05-21,2023-11-09,3,996,332.0,2023-05,Bangalore,Referral,No
CUST01610,2023-04-29,2024-09-02,2,1796,898.0,2023-04,Mumbai,Instagram Ad,No
CUST01611,2023-03-21,2023-03-21,1,398,398.0,2023-03,Mumbai,Organic Search,Yes
CUST01612,2023-07-21,2024-10-15,5,1694,338.8,2023-07,Bangalore,Influencer,No
CUST01613,2023-12-30,2023-12-30,1,698,698.0,2023-12,Bangalore,Referral,No
CUST01614,2023-10-12,2024-12-26,3,1896,632.0,2023-10,Delhi,Influencer,Yes
CUST01615,2024-05-01,2024-05-01,1,598,598.0,2024-05,Bangalore,Instagram Ad,No
CUST01616,2024-12-11,2024-12-11,1,299,299.0,2024-12,Hyderabad,Influencer,No
CUST01617,2023-03-18,2023-08-20,2,1497,748.5,2023-03,Mumbai,Google Ad,Yes
CUST01618,2023-03-14,2024-10-28,3,1245,415.0,2023-03,Chennai,Organic Search,No
CUST01619,2024-08-23,2024-10-11,3,1457,485.6666666666667,2024-08,Jaipur,Organic Search,No
CUST01620,2023-07-25,2024-09-04,3,1007,335.6666666666667,2023-07,Mumbai,Google Ad,Yes
CUST01622,2023-10-09,2024-09-19,3,1546,515.3333333333334,2023-10,Bangalore,Influencer,No
CUST01623,2023-06-30,2024-10-03,5,1767,353.4,2023-06,Hyderabad,Organic Search,No
CUST01624,2023-02-10,2023-06-27,2,2995,1497.5,2023-02,Mumbai,Influencer,Yes
CUST01625,2023-03-26,2023-03-26,1,299,299.0,2023-03,Mumbai,Instagram Ad,No
CUST01626,2023-04-08,2023-04-08,1,599,599.0,2023-04,Mumbai,Google Ad,Yes
CUST01627,2023-04-11,2023-10-12,3,2144,714.6666666666666,2023-04,Chennai,Referral,No
CUST01628,2023-09-21,2024-11-27,3,1147,382.3333333333333,2023-09,Hyderabad,Instagram Ad,No
CUST01629,2024-08-04,2024-08-05,2,859,429.5,2024-08,Chennai,Google Ad,Yes
CUST01630,2023-12-12,2024-10-15,4,1687,421.75,2023-12,Hyderabad,Influencer,Yes
CUST01631,2023-07-22,2024-11-05,5,3303,660.6,2023-07,Mumbai,Referral,Yes
CUST01632,2024-02-14,2024-02-14,1,599,599.0,2024-02,Lucknow,Instagram Ad,No
CUST01633,2023-08-09,2023-11-03,2,996,498.0,2023-08,Kolkata,Google Ad,No
CUST01634,2023-01-25,2023-07-03,4,2237,559.25,2023-01,Mumbai,Instagram Ad,No
CUST01635,2023-04-30,2024-09-16,2,1558,779.0,2023-04,Kolkata,Google Ad,No
CUST01636,2023-11-01,2024-05-25,3,778,259.3333333333333,2023-11,Chennai,Influencer,No
CUST01637,2023-05-23,2023-05-23,1,180,180.0,2023-05,Mumbai,Google Ad,No
CUST01638,2024-12-30,2024-12-30,1,599,599.0,2024-12,Bangalore,Instagram Ad,No
CUST01639,2023-06-26,2024-12-31,5,2474,494.8,2023-06,Mumbai,Referral,No
CUST01640,2024-06-07,2024-12-26,2,540,270.0,2024-06,Mumbai,Referral,No
CUST01641,2023-06-05,2024-06-14,3,2006,668.6666666666666,2023-06,Delhi,Instagram Ad,No
CUST01642,2023-02-14,2024-06-13,3,1394,464.6666666666667,2023-02,Delhi,Organic Search,No
CUST01643,2023-01-10,2024-12-17,3,1139,379.6666666666667,2023-01,Bangalore,Google Ad,Yes
CUST01644,2023-08-18,2024-10-11,3,1218,406.0,2023-08,Kolkata,Instagram Ad,No
CUST01645,2024-11-14,2024-11-14,1,598,598.0,2024-11,Delhi,Google Ad,No
CUST01646,2023-03-12,2024-10-02,4,1776,444.0,2023-03,Jaipur,Organic Search,Yes
CUST01647,2024-01-14,2024-01-14,1,180,180.0,2024-01,Bangalore,Google Ad,Yes
CUST01649,2023-02-01,2024-07-28,2,1346,673.0,2023-02,Kolkata,Organic Search,No
CUST01650,2023-11-12,2024-10-24,5,3483,696.6,2023-11,Delhi,Influencer,No
CUST01651,2023-02-20,2023-10-28,2,748,374.0,2023-02,Pune,Google Ad,No
CUST01652,2023-05-27,2023-05-27,1,540,540.0,2023-05,Mumbai,Instagram Ad,No
CUST01653,2023-07-13,2023-07-13,1,180,180.0,2023-07,Delhi,Referral,No
CUST01654,2023-04-11,2024-09-25,5,1656,331.2,2023-04,Mumbai,Instagram Ad,No
CUST01655,2023-09-28,2024-10-22,3,2293,764.3333333333334,2023-09,Delhi,Google Ad,No
CUST01656,2023-02-25,2024-12-29,6,3353,558.8333333333334,2023-02,Bangalore,Google Ad,No
CUST01657,2023-07-02,2024-05-23,2,898,449.0,2023-07,Mumbai,Referral,No
CUST01658,2023-09-25,2023-09-25,1,998,998.0,2023-09,Hyderabad,Google Ad,Yes
CUST01659,2023-09-03,2024-04-22,2,797,398.5,2023-09,Bangalore,Organic Search,No
CUST01660,2023-01-07,2024-10-08,5,1873,374.6,2023-01,Pune,Instagram Ad,No
CUST01661,2023-08-24,2024-09-30,5,2985,597.0,2023-08,Chennai,Google Ad,No
CUST01662,2024-04-13,2024-12-14,2,720,360.0,2024-04,Bangalore,Influencer,No
CUST01663,2023-02-01,2024-06-07,4,2074,518.5,2023-02,Kolkata,Instagram Ad,No
CUST01664,2023-03-19,2023-11-26,4,1446,361.5,2023-03,Mumbai,Instagram Ad,No
CUST01665,2023-05-28,2024-10-27,3,1319,439.6666666666667,2023-05,Delhi,Instagram Ad,No
CUST01666,2024-01-25,2024-10-29,3,1777,592.3333333333334,2024-01,Bangalore,Instagram Ad,No
CUST01667,2024-06-19,2024-06-19,1,180,180.0,2024-06,Chennai,Instagram Ad,No
CUST01668,2023-05-12,2024-03-02,3,2195,731.6666666666666,2023-05,Mumbai,Instagram Ad,No
CUST01669,2024-02-12,2024-12-06,3,1495,498.3333333333333,2024-02,Mumbai,Instagram Ad,No
CUST01670,2024-09-24,2024-09-24,1,599,599.0,2024-09,Delhi,Google Ad,No
CUST01671,2023-10-29,2024-05-17,4,1744,436.0,2023-10,Delhi,Referral,No
CUST01672,2023-03-07,2024-11-25,2,548,274.0,2023-03,Mumbai,Google Ad,No
CUST01673,2023-01-09,2024-08-03,4,1177,294.25,2023-01,Mumbai,Referral,Yes
CUST01674,2024-01-02,2024-03-28,2,597,298.5,2024-01,Chennai,Google Ad,No
CUST01675,2024-05-11,2024-05-28,2,878,439.0,2024-05,Delhi,Referral,No
CUST01676,2023-12-07,2024-09-06,3,1047,349.0,2023-12,Hyderabad,Google Ad,No
CUST01677,2023-04-21,2024-06-11,4,2855,713.75,2023-04,Chennai,Influencer,No
CUST01678,2024-06-11,2024-07-17,2,1247,623.5,2024-06,Ahmedabad,Instagram Ad,Yes
CUST01679,2023-08-13,2024-07-08,2,778,389.0,2023-08,Chennai,Referral,No
CUST01680,2023-03-20,2024-09-19,3,1744,581.3333333333334,2023-03,Bangalore,Instagram Ad,No
CUST01681,2023-03-10,2023-06-13,2,847,423.5,2023-03,Mumbai,Referral,No
CUST01682,2023-06-22,2023-06-22,1,349,349.0,2023-06,Mumbai,Instagram Ad,Yes
CUST01683,2023-05-14,2023-05-14,1,180,180.0,2023-05,Chennai,Google Ad,Yes
CUST01684,2024-09-23,2024-09-23,1,180,180.0,2024-09,Delhi,Instagram Ad,No
CUST01686,2023-11-20,2024-05-14,2,429,214.5,2023-11,Mumbai,Organic Search,No
CUST01687,2023-10-23,2023-10-23,1,597,597.0,2023-10,Lucknow,Organic Search,Yes
CUST01688,2023-07-25,2024-01-04,2,898,449.0,2023-07,Bangalore,Instagram Ad,No
CUST01689,2023-06-28,2024-12-27,4,2175,543.75,2023-06,Mumbai,Instagram Ad,No
CUST01690,2023-01-02,2023-12-15,3,609,203.0,2023-01,Pune,Influencer,No
CUST01691,2023-01-30,2023-07-17,2,540,270.0,2023-01,Mumbai,Instagram Ad,No
CUST01692,2023-02-12,2024-11-22,3,1139,379.6666666666667,2023-02,Ahmedabad,Influencer,Yes
CUST01693,2023-01-21,2023-09-22,2,758,379.0,2023-01,Delhi,Instagram Ad,No
CUST01694,2024-12-01,2024-12-01,1,747,747.0,2024-12,Mumbai,Google Ad,No
CUST01695,2024-02-04,2024-03-11,2,448,224.0,2024-02,Bangalore,Influencer,Yes
CUST01696,2024-02-15,2024-02-15,1,499,499.0,2024-02,Bangalore,Google Ad,No
CUST01697,2023-02-25,2024-05-21,2,1797,898.5,2023-02,Kolkata,Influencer,No
CUST01698,2023-11-07,2023-11-07,1,249,249.0,2023-11,Bangalore,Referral,No
CUST01699,2023-01-15,2024-12-20,3,1595,531.6666666666666,2023-01,Delhi,Google Ad,No
CUST01700,2023-02-01,2024-08-05,5,1495,299.0,2023-02,Delhi,Instagram Ad,No
CUST01701,2024-07-30,2024-11-17,2,947,473.5,2024-07,Mumbai,Instagram Ad,No
CUST01702,2024-04-05,2024-07-13,3,1047,349.0,2024-04,Chennai,Organic Search,No
CUST01703,2023-05-25,2024-12-31,6,2653,442.1666666666667,2023-05,Delhi,Referral,Yes
CUST01704,2023-07-27,2024-12-01,5,1786,357.2,2023-07,Chennai,Google Ad,Yes
CUST01705,2023-05-17,2024-03-28,4,1127,281.75,2023-05,Ahmedabad,Referral,No
CUST01706,2023-04-11,2024-12-13,5,2823,564.6,2023-04,Bangalore,Influencer,No
CUST01707,2023-07-25,2024-06-16,4,1617,404.25,2023-07,Chennai,Instagram Ad,Yes
CUST01708,2024-06-26,2024-06-26,1,1047,1047.0,2024-06,Bangalore,Influencer,Yes
CUST01709,2023-04-16,2024-05-12,3,728,242.66666666666666,2023-04,Ahmedabad,Influencer,Yes
CUST01710,2024-04-09,2024-10-30,3,958,319.3333333333333,2024-04,Pune,Instagram Ad,No
CUST01711,2024-02-29,2024-02-29,1,249,249.0,2024-02,Mumbai,Instagram Ad,Yes
CUST01712,2023-02-23,2024-09-12,6,2115,352.5,2023-02,Mumbai,Google Ad,No
CUST01713,2024-06-01,2024-12-20,3,2593,864.3333333333334,2024-06,Mumbai,Instagram Ad,No
CUST01714,2024-08-13,2024-08-13,1,698,698.0,2024-08,Chennai,Instagram Ad,No
CUST01715,2023-06-09,2024-10-01,5,1517,303.4,2023-06,Delhi,Influencer,No
CUST01716,2023-02-15,2023-04-25,2,598,299.0,2023-02,Ahmedabad,Influencer,Yes
CUST01717,2023-04-18,2024-09-08,5,2145,429.0,2023-04,Delhi,Google Ad,Yes
CUST01718,2023-07-04,2024-10-27,3,1246,415.3333333333333,2023-07,Jaipur,Google Ad,Yes
CUST01720,2023-01-07,2024-05-30,4,2294,573.5,2023-01,Mumbai,Referral,No
CUST01721,2023-04-29,2024-10-21,5,2222,444.4,2023-04,Mumbai,Instagram Ad,No
CUST01722,2023-08-22,2024-12-22,3,1258,419.3333333333333,2023-08,Ahmedabad,Instagram Ad,No
CUST01723,2024-01-28,2024-01-28,1,599,599.0,2024-01,Bangalore,Google Ad,No
CUST01724,2024-02-10,2024-02-10,1,249,249.0,2024-02,Delhi,Google Ad,No
CUST01725,2023-10-15,2024-11-03,5,1716,343.2,2023-10,Mumbai,Instagram Ad,No
CUST01726,2023-07-01,2024-10-03,4,1845,461.25,2023-07,Mumbai,Instagram Ad,No
CUST01727,2023-07-27,2024-10-30,3,709,236.33333333333334,2023-07,Mumbai,Instagram Ad,No
CUST01728,2023-03-21,2024-06-18,5,1368,273.6,2023-03,Bangalore,Google Ad,No
CUST01729,2023-03-23,2024-03-06,2,798,399.0,2023-03,Mumbai,Instagram Ad,Yes
CUST01730,2023-02-18,2023-12-20,4,1992,498.0,2023-02,Ahmedabad,Organic Search,No
CUST01731,2023-05-26,2023-05-26,1,199,199.0,2023-05,Mumbai,Instagram Ad,No
CUST01733,2023-06-10,2024-12-17,4,2276,569.0,2023-06,Pune,Instagram Ad,Yes
CUST01735,2023-01-16,2024-05-25,3,1477,492.3333333333333,2023-01,Chennai,Google Ad,No
CUST01736,2024-05-30,2024-05-30,1,360,360.0,2024-05,Kolkata,Organic Search,Yes
CUST01737,2023-06-05,2024-09-23,2,1047,523.5,2023-06,Chennai,Instagram Ad,Yes
CUST01738,2023-01-16,2023-08-06,3,959,319.6666666666667,2023-01,Mumbai,Referral,No
CUST01739,2023-07-01,2024-10-19,3,2295,765.0,2023-07,Mumbai,Referral,No
CUST01740,2023-02-20,2024-09-20,3,1757,585.6666666666666,2023-02,Hyderabad,Organic Search,No
CUST01742,2023-02-04,2023-09-23,2,889,444.5,2023-02,Mumbai,Referral,No
CUST01743,2023-05-01,2024-08-27,4,1756,439.0,2023-05,Bangalore,Instagram Ad,No
CUST01744,2023-01-06,2024-09-11,3,2105,701.6666666666666,2023-01,Bangalore,Google Ad,No
CUST01745,2023-09-24,2024-10-24,3,977,325.6666666666667,2023-09,Chennai,Referral,Yes
CUST01746,2023-05-14,2024-06-18,3,1127,375.6666666666667,2023-05,Bangalore,Influencer,No
CUST01747,2024-05-27,2024-05-27,1,599,599.0,2024-05,Delhi,Google Ad,No
CUST01748,2023-05-17,2024-03-23,2,898,449.0,2023-05,Mumbai,Influencer,Yes
CUST01749,2023-02-20,2024-03-14,3,1937,645.6666666666666,2023-02,Mumbai,Influencer,No
CUST01750,2024-11-17,2024-11-17,1,180,180.0,2024-11,Ahmedabad,Instagram Ad,No
CUST01751,2023-11-17,2024-12-04,2,548,274.0,2023-11,Mumbai,Referral,No
CUST01752,2024-07-02,2024-07-02,1,360,360.0,2024-07,Delhi,Google Ad,Yes
CUST01753,2024-05-27,2024-05-27,1,180,180.0,2024-05,Mumbai,Instagram Ad,No
CUST01754,2023-01-14,2024-04-23,4,2791,697.75,2023-01,Mumbai,Google Ad,No
CUST01755,2023-12-10,2023-12-10,1,299,299.0,2023-12,Mumbai,Google Ad,No
CUST01756,2024-05-02,2024-05-02,1,360,360.0,2024-05,Chennai,Influencer,No
CUST01757,2023-01-24,2024-10-15,4,4142,1035.5,2023-01,Bangalore,Instagram Ad,No
CUST01758,2023-02-23,2023-02-23,1,599,599.0,2023-02,Mumbai,Organic Search,No
CUST01759,2023-05-08,2024-04-06,3,958,319.3333333333333,2023-05,Pune,Google Ad,No
CUST01760,2023-06-27,2023-09-09,2,659,329.5,2023-06,Bangalore,Google Ad,No
CUST01761,2023-02-28,2024-12-02,3,1146,382.0,2023-02,Delhi,Organic Search,Yes
CUST01762,2023-02-27,2024-06-26,2,529,264.5,2023-02,Delhi,Organic Search,Yes
CUST01763,2023-06-24,2024-03-27,2,1097,548.5,2023-06,Bangalore,Referral,No
CUST01764,2024-02-07,2024-06-15,2,778,389.0,2024-02,Bangalore,Google Ad,Yes
CUST01765,2023-08-03,2024-12-15,3,1296,432.0,2023-08,Delhi,Influencer,No
CUST01766,2023-01-21,2023-07-06,4,1805,451.25,2023-01,Bangalore,Organic Search,No
CUST01767,2024-02-13,2024-12-29,2,379,189.5,2024-02,Pune,Instagram Ad,No
CUST01768,2023-04-01,2024-06-12,4,1444,361.0,2023-04,Mumbai,Google Ad,No
CUST01769,2023-01-09,2024-12-22,4,1995,498.75,2023-01,Mumbai,Google Ad,Yes
CUST01770,2024-01-05,2024-01-05,1,180,180.0,2024-01,Pune,Google Ad,No
CUST01771,2023-10-20,2023-10-20,1,349,349.0,2023-10,Chennai,Google Ad,No
CUST01772,2023-01-22,2024-05-13,5,2341,468.2,2023-01,Mumbai,Organic Search,No
CUST01773,2024-03-08,2024-03-08,1,199,199.0,2024-03,Mumbai,Instagram Ad,No
CUST01774,2024-09-10,2024-09-10,1,180,180.0,2024-09,Mumbai,Google Ad,No
CUST01775,2024-06-10,2024-06-10,1,540,540.0,2024-06,Mumbai,Instagram Ad,No
CUST01776,2023-02-09,2024-01-11,4,2194,548.5,2023-02,Mumbai,Influencer,No
CUST01777,2023-04-17,2024-05-13,4,2337,584.25,2023-04,Mumbai,Instagram Ad,Yes
CUST01778,2023-09-08,2024-06-19,2,540,270.0,2023-09,Bangalore,Organic Search,No
CUST01779,2023-07-30,2024-12-12,2,540,270.0,2023-07,Mumbai,Google Ad,No
CUST01780,2023-02-25,2024-08-18,3,2942,980.6666666666666,2023-02,Mumbai,Organic Search,No
CUST01781,2024-06-20,2024-06-20,1,398,398.0,2024-06,Mumbai,Google Ad,No
CUST01783,2024-08-10,2024-08-10,1,540,540.0,2024-08,Jaipur,Instagram Ad,No
CUST01784,2023-08-20,2023-08-20,1,299,299.0,2023-08,Mumbai,Google Ad,No
CUST01785,2023-12-09,2023-12-09,1,698,698.0,2023-12,Pune,Organic Search,Yes
CUST01786,2023-04-17,2024-10-02,6,2635,439.1666666666667,2023-04,Mumbai,Referral,No
CUST01787,2023-09-04,2024-11-30,2,898,449.0,2023-09,Hyderabad,Referral,Yes
CUST01788,2023-01-11,2024-11-16,7,4263,609.0,2023-01,Pune,Referral,Yes
CUST01789,2023-11-28,2023-11-28,1,180,180.0,2023-11,Ahmedabad,Instagram Ad,No
CUST01790,2023-01-08,2023-01-08,1,597,597.0,2023-01,Bangalore,Instagram Ad,No
CUST01791,2023-01-26,2024-08-25,7,5299,757.0,2023-01,Bangalore,Organic Search,No
CUST01793,2023-10-16,2024-07-31,2,1738,869.0,2023-10,Delhi,Google Ad,No
CUST01794,2023-04-25,2024-05-17,2,1198,599.0,2023-04,Hyderabad,Instagram Ad,No
CUST01795,2023-10-18,2024-08-09,3,2046,682.0,2023-10,Chennai,Instagram Ad,No
CUST01796,2023-12-13,2024-06-17,2,529,264.5,2023-12,Bangalore,Referral,No
CUST01797,2023-06-12,2023-09-25,3,1636,545.3333333333334,2023-06,Ahmedabad,Organic Search,No
CUST01799,2023-10-20,2024-06-22,3,1556,518.6666666666666,2023-10,Mumbai,Referral,No
CUST01800,2024-12-24,2024-12-24,1,599,599.0,2024-12,Chennai,Influencer,No
CUST01801,2023-02-16,2024-10-11,3,2195,731.6666666666666,2023-02,Mumbai,Google Ad,Yes
CUST01802,2023-06-20,2023-06-20,1,360,360.0,2023-06,Mumbai,Instagram Ad,No
CUST01803,2023-06-16,2024-01-22,3,2076,692.0,2023-06,Chennai,Google Ad,Yes
CUST01805,2023-03-22,2024-08-29,3,1617,539.0,2023-03,Hyderabad,Influencer,No
CUST01806,2024-02-02,2024-08-27,2,1198,599.0,2024-02,Delhi,Instagram Ad,No
CUST01807,2023-05-10,2024-12-24,3,559,186.33333333333334,2023-05,Lucknow,Referral,Yes
CUST01808,2023-03-27,2024-11-30,7,2523,360.42857142857144,2023-03,Bangalore,Instagram Ad,No
CUST01809,2023-05-29,2024-10-25,4,2925,731.25,2023-05,Bangalore,Instagram Ad,No
CUST01810,2024-01-12,2024-01-12,1,398,398.0,2024-01,Kolkata,Organic Search,No
CUST01811,2023-05-03,2024-12-30,3,1296,432.0,2023-05,Ahmedabad,Instagram Ad,No
CUST01812,2023-01-31,2024-12-23,5,2944,588.8,2023-01,Mumbai,Organic Search,No
CUST01813,2023-10-23,2024-11-09,2,540,270.0,2023-10,Chennai,Referral,No
CUST01814,2023-06-16,2024-12-11,2,1547,773.5,2023-06,Ahmedabad,Instagram Ad,No
CUST01815,2023-05-21,2024-07-15,3,1418,472.6666666666667,2023-05,Mumbai,Organic Search,No
CUST01816,2023-02-13,2023-12-29,4,2375,593.75,2023-02,Mumbai,Organic Search,Yes
CUST01817,2023-06-27,2024-12-24,2,1297,648.5,2023-06,Mumbai,Instagram Ad,No
CUST01818,2023-09-05,2023-09-05,1,499,499.0,2023-09,Delhi,Instagram Ad,No
CUST01819,2024-04-09,2024-04-09,1,299,299.0,2024-04,Mumbai,Google Ad,No
CUST01820,2023-06-23,2024-10-09,2,1346,673.0,2023-06,Mumbai,Referral,No
CUST01821,2023-07-03,2023-12-27,4,1276,319.0,2023-07,Mumbai,Instagram Ad,No
CUST01822,2023-02-25,2024-01-16,3,1138,379.3333333333333,2023-02,Bangalore,Google Ad,No
CUST01823,2023-02-12,2024-08-14,3,1047,349.0,2023-02,Kolkata,Organic Search,Yes
CUST01824,2023-03-04,2024-04-02,4,1376,344.0,2023-03,Bangalore,Instagram Ad,No
CUST01825,2023-06-11,2024-11-02,3,900,300.0,2023-06,Bangalore,Google Ad,No
CUST01826,2024-08-08,2024-08-08,1,360,360.0,2024-08,Bangalore,Instagram Ad,No
