customer_id,gender,age_group,city,channel,is_subscriber
CUST01013,Male,36-45,Mumbai,Influencer,No
CUST01014,Male,36-45,Bangalore,Referral,Yes
CUST01015,Other,31-35,Mumbai,Referral,No
CUST01016,Other,25-30,Mumbai,Referral,No
CUST01017,Female,36-45,Mumbai,Instagram Ad,No
CUST01018,Other,31-35,Kolkata,Instagram Ad,No
CUST01019,Other,25-30,Pune,Organic Search,No
CUST01020,Female,25-30,Delhi,Referral,Yes
CUST01021,Female,31-35,Delhi,Organic Search,No
CUST01022,Other,18-24,Mumbai,Instagram Ad,No
CUST01023,Female,36-45,Mumbai,Organic Search,No
CUST01024,Male,25-30,Ahmedabad,Instagram Ad,No
CUST01025,Other,18-24,Mumbai,Instagram Ad,Yes
CUST01026,Female,31-35,Bangalore,Google Ad,Yes
CUST01027,Female,25-30,Hyderabad,Influencer,Yes
CUST01028,Female,36-45,Pune,Google Ad,No
CUST01029,Female,18-24,Mumbai,Organic Search,No
CUST01030,Other,36-45,Bangalore,Instagram Ad,No
CUST01031,Female,25-30,Bangalore,Organic Search,No
CUST01032,Female,31-35,Hyderabad,Organic Search,No
CUST01033,Female,25-30,Mumbai,Instagram Ad,Yes
CUST01034,Male,31-35,Pune,Organic Search,Yes
CUST01035,Male,31-35,Delhi,Organic Search,No
CUST01036,Other,25-30,Mumbai,Instagram Ad,No
CUST01037,Other,36-45,Pune,Instagram Ad,No
CUST01038,Male,31-35,Chennai,Instagram Ad,Yes
CUST01039,Male,31-35,Delhi,Instagram Ad,Yes
CUST01040,Female,25-30,Kolkata,Influencer,No
CUST01041,Female,25-30,Mumbai,Google Ad,No
CUST01042,Male,31-35,Delhi,Instagram Ad,Yes
CUST01043,Other,25-30,Mumbai,Instagram Ad,No
CUST01044,Male,25-30,Bangalore,Referral,No
CUST01045,Other,25-30,Chennai,Instagram Ad,No
CUST01046,Male,25-30,Hyderabad,Organic Search,No
CUST01047,Female,18-24,Pune,Instagram Ad,No
CUST01048,Other,31-35,Hyderabad,Referral,No
CUST01049,Female,25-30,Hyderabad,Organic Search,Yes
CUST01050,Male,18-24,Delhi,Google Ad,No
CUST01051,Other,36-45,Mumbai,Instagram Ad,No
CUST01052,Other,18-24,Bangalore,Organic Search,No
CUST01053,Other,18-24,Mumbai,Instagram Ad,No
CUST01054,Female,25-30,Delhi,Organic Search,No
CUST01055,Male,18-24,Bangalore,Organic Search,No
CUST01056,Female,25-30,Pune,Influencer,No
CUST01057,Other,25-30,Hyderabad,Google Ad,No
CUST01058,Female,25-30,Mumbai,Organic Search,No
CUST01059,Other,25-30,Ahmedabad,Instagram Ad,No
CUST01060,Female,18-24,Chennai,Organic Search,No
CUST01061,Male,31-35,Delhi,Referral,No
CUST01062,Female,25-30,Ahmedabad,Instagram Ad,Yes
CUST01063,Female,25-30,Jaipur,Google Ad,Yes
CUST01064,Female,25-30,Bangalore,Instagram Ad,No
CUST01065,Female,45+,Bangalore,Google Ad,No
CUST01066,Male,18-24,Kolkata,Google Ad,No
CUST01067,Other,31-35,Bangalore,Organic Search,Yes
CUST01068,Other,31-35,Jaipur,Organic Search,No
CUST01069,Other,18-24,Bangalore,Organic Search,No
CUST01070,Male,25-30,Delhi,Instagram Ad,No
CUST01071,Male,18-24,Hyderabad,Instagram Ad,Yes
CUST01072,Female,25-30,Pune,Referral,No
CUST01073,Male,25-30,Chennai,Google Ad,Yes
CUST01074,Other,25-30,Ahmedabad,Google Ad,No
CUST01075,Male,18-24,Mumbai,Google Ad,No
CUST01076,Other,18-24,Ahmedabad,Referral,No
CUST01077,Male,36-45,Mumbai,Google Ad,No
CUST01078,Male,36-45,Chennai,Instagram Ad,No
CUST01079,Other,18-24,Kolkata,Influencer,Yes
CUST01080,Other,31-35,Mumbai,Google Ad,No
CUST01081,Male,25-30,Ahmedabad,Organic Search,No
CUST01082,Male,31-35,Jaipur,Instagram Ad,No
CUST01083,Female,18-24,Chennai,Instagram Ad,Yes
CUST01084,Other,25-30,Pune,Google Ad,Yes
CUST01085,Female,25-30,Ahmedabad,Google Ad,Yes
CUST01086,Male,25-30,Mumbai,Referral,No
CUST01087,Other,25-30,Delhi,Referral,No
CUST01088,Male,36-45,Pune,Referral,No
CUST01089,Other,25-30,Jaipur,Google Ad,No
CUST01090,Male,18-24,Pune,Organic Search,Yes
CUST01091,Female,18-24,Pune,Referral,No
CUST01092,Female,18-24,Hyderabad,Instagram Ad,No
CUST01093,Female,18-24,Mumbai,Instagram Ad,No
CUST01094,Other,18-24,Delhi,Google Ad,No
CUST01095,Other,25-30,Kolkata,Instagram Ad,No
CUST01096,Other,18-24,Mumbai,Organic Search,No
CUST01097,Female,36-45,Bangalore,Influencer,Yes
CUST01098,Other,18-24,Mumbai,Instagram Ad,No
CUST01099,Male,31-35,Mumbai,Influencer,No
CUST01100,Other,25-30,Mumbai,Instagram Ad,Yes
CUST01101,Female,18-24,Bangalore,Instagram Ad,No
CUST01102,Female,45+,Hyderabad,Influencer,Yes
CUST01103,Male,25-30,Bangalore,Instagram Ad,Yes
CUST01104,Other,31-35,Pune,Google Ad,No
CUST01105,Other,25-30,Mumbai,Instagram Ad,Yes
CUST01106,Male,18-24,Jaipur,Organic Search,No
CUST01107,Male,25-30,Delhi,Instagram Ad,Yes
CUST01108,Female,18-24,Chennai,Organic Search,No
CUST01109,Other,25-30,Ahmedabad,Instagram Ad,No
CUST01110,Male,25-30,Chennai,Influencer,Yes
CUST01111,Other,36-45,Kolkata,Instagram Ad,No
CUST01112,Male,25-30,Lucknow,Instagram Ad,No
CUST01113,Female,25-30,Hyderabad,Google Ad,No
CUST01114,Male,36-45,Chennai,Referral,Yes
CUST01115,Male,31-35,Mumbai,Google Ad,No
CUST01116,Male,25-30,Bangalore,Influencer,Yes
CUST01117,Male,31-35,Delhi,Instagram Ad,Yes
CUST01118,Male,36-45,Kolkata,Influencer,No
CUST01119,Other,18-24,Delhi,Organic Search,No
CUST01120,Female,25-30,Delhi,Organic Search,No
CUST01121,Female,18-24,Bangalore,Google Ad,No
CUST01122,Male,18-24,Hyderabad,Instagram Ad,No
CUST01123,Male,31-35,Pune,Instagram Ad,No
CUST01124,Other,25-30,Chennai,Organic Search,No
CUST01125,Male,25-30,Mumbai,Instagram Ad,No
CUST01126,Male,25-30,Bangalore,Instagram Ad,Yes
CUST01127,Other,25-30,Delhi,Organic Search,Yes
CUST01128,Male,25-30,Jaipur,Instagram Ad,No
CUST01129,Other,18-24,Pune,Google Ad,No
CUST01130,Female,25-30,Ahmedabad,Instagram Ad,Yes
CUST01131,Male,36-45,Pune,Influencer,No
CUST01132,Female,31-35,Bangalore,Organic Search,No
CUST01133,Male,25-30,Mumbai,Instagram Ad,Yes
CUST01134,Male,18-24,Delhi,Google Ad,No
CUST01135,Male,25-30,Pune,Instagram Ad,Yes
CUST01136,Female,18-24,Bangalore,Instagram Ad,No
CUST01137,Male,25-30,Chennai,Instagram Ad,No
CUST01138,Other,31-35,Chennai,Influencer,Yes
CUST01139,Female,18-24,Kolkata,Google Ad,No
CUST01140,Other,31-35,Hyderabad,Influencer,No
CUST01141,Other,31-35,Delhi,Referral,Yes
CUST01142,Male,18-24,Ahmedabad,Instagram Ad,Yes
CUST01143,Male,18-24,Kolkata,Google Ad,No
CUST01144,Female,18-24,Chennai,Referral,No
CUST01145,Female,25-30,Mumbai,Influencer,No
CUST01146,Other,36-45,Delhi,Referral,No
CUST01147,Male,31-35,Jaipur,Google Ad,Yes
CUST01148,Other,31-35,Hyderabad,Organic Search,Yes
CUST01149,Male,25-30,Delhi,Google Ad,No
CUST01150,Other,31-35,Delhi,Google Ad,No
CUST01151,Male,18-24,Chennai,Influencer,No
CUST01152,Female,31-35,Ahmedabad,Referral,Yes
CUST01153,Female,45+,Delhi,Instagram Ad,Yes
CUST01154,Male,25-30,Mumbai,Instagram Ad,No
CUST01155,Other,31-35,Kolkata,Instagram Ad,No
CUST01156,Female,36-45,Chennai,Instagram Ad,No
CUST01157,Male,36-45,Hyderabad,Instagram Ad,No
CUST01158,Male,31-35,Bangalore,Instagram Ad,No
CUST01159,Other,31-35,Kolkata,Instagram Ad,No
CUST01160,Male,25-30,Hyderabad,Referral,No
CUST01161,Female,36-45,Delhi,Referral,Yes
CUST01162,Female,31-35,Hyderabad,Organic Search,No
CUST01163,Other,36-45,Mumbai,Instagram Ad,No
CUST01164,Other,25-30,Kolkata,Google Ad,Yes
CUST01165,Female,36-45,Bangalore,Instagram Ad,No
CUST01166,Other,25-30,Pune,Google Ad,No
CUST01167,Female,36-45,Hyderabad,Instagram Ad,No
CUST01168,Male,31-35,Hyderabad,Google Ad,No
CUST01169,Other,31-35,Mumbai,Google Ad,No
CUST01170,Female,18-24,Jaipur,Organic Search,No
CUST01171,Other,18-24,Delhi,Influencer,No
CUST01172,Male,31-35,Delhi,Instagram Ad,Yes
CUST01173,Female,25-30,Lucknow,Google Ad,No
CUST01174,Female,25-30,Bangalore,Google Ad,No
CUST01175,Female,25-30,Bangalore,Instagram Ad,No
CUST01176,Male,18-24,Mumbai,Organic Search,No
CUST01177,Female,25-30,Bangalore,Referral,Yes
CUST01178,Other,36-45,Pune,Google Ad,No
CUST01179,Female,18-24,Chennai,Google Ad,No
CUST01180,Male,25-30,Lucknow,Google Ad,No
CUST01181,Other,25-30,Mumbai,Instagram Ad,No
CUST01182,Male,18-24,Mumbai,Influencer,No
CUST01183,Other,31-35,Mumbai,Instagram Ad,Yes
CUST01184,Other,31-35,Ahmedabad,Google Ad,Yes
CUST01185,Male,25-30,Delhi,Google Ad,No
CUST01186,Male,31-35,Mumbai,Instagram Ad,No
CUST01187,Male,18-24,Mumbai,Instagram Ad,Yes
CUST01188,Male,25-30,Chennai,Instagram Ad,No
CUST01189,Female,31-35,Bangalore,Referral,No
CUST01190,Male,18-24,Chennai,Google Ad,No
CUST01191,Other,25-30,Lucknow,Referral,Yes
CUST01192,Female,25-30,Lucknow,Referral,Yes
CUST01193,Male,31-35,Delhi,Instagram Ad,No
CUST01194,Female,18-24,Chennai,Instagram Ad,No
CUST01195,Other,18-24,Delhi,Instagram Ad,Yes
CUST01196,Other,18-24,Mumbai,Google Ad,No
CUST01197,Other,25-30,Delhi,Referral,No
CUST01198,Female,25-30,Delhi,Instagram Ad,No
CUST01199,Female,18-24,Delhi,Instagram Ad,No
CUST01200,Male,18-24,Chennai,Instagram Ad,No
CUST01201,Male,18-24,Mumbai,Influencer,Yes
CUST01202,Male,36-45,Bangalore,Instagram Ad,No
CUST01203,Other,18-24,Kolkata,Instagram Ad,No
CUST01204,Male,18-24,Bangalore,Referral,No
CUST01205,Female,36-45,Chennai,Referral,Yes
CUST01206,Male,25-30,Delhi,Google Ad,No
CUST01207,Other,25-30,Mumbai,Organic Search,Yes
CUST01208,Male,25-30,Bangalore,Referral,No
CUST01209,Other,31-35,Mumbai,Google Ad,Yes
CUST01210,Other,25-30,Bangalore,Instagram Ad,No
CUST01211,Other,45+,Jaipur,Google Ad,Yes
CUST01212,Male,18-24,Delhi,Influencer,Yes
CUST01213,Female,31-35,Mumbai,Influencer,No
CUST01214,Male,31-35,Delhi,Organic Search,Yes
CUST01215,Other,18-24,Ahmedabad,Influencer,No
CUST01216,Male,31-35,Chennai,Instagram Ad,No
CUST01217,Male,25-30,Pune,Google Ad,Yes
CUST01218,Male,25-30,Chennai,Google Ad,Yes
CUST01219,Other,18-24,Delhi,Instagram Ad,No
CUST01220,Other,31-35,Hyderabad,Google Ad,No
CUST01221,Male,18-24,Bangalore,Referral,Yes
CUST01222,Male,18-24,Kolkata,Instagram Ad,No
CUST01223,Male,18-24,Hyderabad,Instagram Ad,Yes
CUST01224,Female,31-35,Delhi,Google Ad,Yes
CUST01225,Other,18-24,Delhi,Instagram Ad,No
CUST01226,Female,18-24,Bangalore,Instagram Ad,No
CUST01227,Other,36-45,Mumbai,Influencer,Yes
CUST01228,Male,31-35,Bangalore,Referral,No
CUST01229,Female,25-30,Mumbai,Instagram Ad,No
CUST01230,Male,25-30,Delhi,Referral,No
CUST01231,Female,45+,Hyderabad,Organic Search,No
CUST01232,Male,18-24,Delhi,Google Ad,Yes
CUST01233,Other,31-35,Ahmedabad,Google Ad,No
CUST01234,Male,45+,Bangalore,Google Ad,No
CUST01235,Other,36-45,Pune,Referral,No
CUST01236,Male,25-30,Bangalore,Referral,No
CUST01237,Male,31-35,Jaipur,Organic Search,No
CUST01238,Other,31-35,Kolkata,Google Ad,Yes
CUST01239,Other,25-30,Hyderabad,Google Ad,No
CUST01240,Female,25-30,Pune,Instagram Ad,No
CUST01241,Male,25-30,Mumbai,Instagram Ad,No
CUST01242,Female,25-30,Mumbai,Influencer,No
CUST01243,Female,45+,Bangalore,Google Ad,No
CUST01244,Other,25-30,Hyderabad,Instagram Ad,No
CUST01245,Other,18-24,Mumbai,Instagram Ad,Yes
CUST01246,Male,45+,Delhi,Organic Search,No
CUST01247,Female,25-30,Mumbai,Organic Search,No
CUST01248,Male,31-35,Chennai,Influencer,No
CUST01249,Female,25-30,Pune,Instagram Ad,No
CUST01250,Other,18-24,Delhi,Referral,No
CUST01251,Male,25-30,Bangalore,Referral,No
CUST01252,Female,36-45,Mumbai,Referral,No
CUST01253,Other,18-24,Bangalore,Instagram Ad,No
CUST01254,Female,25-30,Pune,Instagram Ad,Yes
CUST01255,Male,18-24,Delhi,Google Ad,No
CUST01256,Other,31-35,Bangalore,Influencer,No
CUST01257,Female,36-45,Bangalore,Instagram Ad,Yes
CUST01258,Female,31-35,Mumbai,Instagram Ad,No
CUST01259,Male,25-30,Pune,Instagram Ad,No
CUST01260,Male,31-35,Jaipur,Organic Search,No
CUST01261,Male,31-35,Pune,Instagram Ad,No
CUST01262,Other,31-35,Pune,Google Ad,No
CUST01263,Other,25-30,Bangalore,Instagram Ad,No
CUST01264,Male,18-24,Mumbai,Google Ad,No
CUST01265,Other,25-30,Delhi,Google Ad,No
CUST01266,Female,36-45,Ahmedabad,Google Ad,No
CUST01267,Male,31-35,Mumbai,Google Ad,No
CUST01268,Other,36-45,Mumbai,Google Ad,No
CUST01269,Other,25-30,Mumbai,Influencer,No
CUST01270,Male,31-35,Delhi,Google Ad,No
CUST01271,Male,18-24,Mumbai,Referral,Yes
CUST01272,Other,18-24,Bangalore,Referral,Yes
CUST01273,Other,25-30,Mumbai,Instagram Ad,Yes
CUST01274,Male,36-45,Mumbai,Instagram Ad,No
CUST01275,Other,36-45,Delhi,Google Ad,Yes
CUST01276,Female,25-30,Pune,Organic Search,No
CUST01277,Other,25-30,Mumbai,Google Ad,Yes
CUST01278,Female,31-35,Jaipur,Influencer,No
CUST01279,Female,31-35,Hyderabad,Instagram Ad,No
CUST01280,Other,25-30,Bangalore,Referral,No
CUST01281,Other,25-30,Ahmedabad,Instagram Ad,No
CUST01282,Male,36-45,Pune,Google Ad,Yes
CUST01283,Female,25-30,Kolkata,Google Ad,No
CUST01284,Other,18-24,Mumbai,Influencer,No
CUST01285,Female,31-35,Mumbai,Organic Search,No
CUST01286,Male,25-30,Mumbai,Organic Search,No
CUST01287,Female,25-30,Kolkata,Organic Search,No
CUST01288,Other,31-35,Mumbai,Instagram Ad,Yes
CUST01289,Other,36-45,Chennai,Organic Search,No
CUST01290,Female,18-24,Chennai,Google Ad,Yes
CUST01291,Male,31-35,Mumbai,Instagram Ad,No
CUST01292,Female,18-24,Lucknow,Instagram Ad,Yes
CUST01293,Other,18-24,Chennai,Google Ad,No
CUST01294,Male,18-24,Mumbai,Google Ad,No
CUST01295,Female,36-45,Mumbai,Google Ad,No
CUST01296,Female,25-30,Chennai,Instagram Ad,No
CUST01297,Male,31-35,Jaipur,Organic Search,No
CUST01298,Female,36-45,Delhi,Instagram Ad,No
CUST01299,Male,31-35,Ahmedabad,Instagram Ad,No
CUST01300,Male,31-35,Mumbai,Google Ad,No
CUST01301,Male,25-30,Lucknow,Organic Search,No
CUST01302,Male,45+,Delhi,Referral,No
CUST01303,Female,36-45,Mumbai,Influencer,Yes
CUST01304,Female,25-30,Chennai,Google Ad,No
CUST01305,Other,25-30,Hyderabad,Instagram Ad,Yes
CUST01306,Male,25-30,Bangalore,Instagram Ad,No
CUST01307,Other,25-30,Mumbai,Organic Search,No
CUST01308,Other,18-24,Pune,Organic Search,No
CUST01309,Female,31-35,Bangalore,Google Ad,Yes
CUST01310,Female,31-35,Hyderabad,Instagram Ad,No
CUST01311,Female,45+,Bangalore,Google Ad,No
CUST01312,Female,31-35,Pune,Referral,No
CUST01313,Other,25-30,Bangalore,Google Ad,No
CUST01314,Male,31-35,Mumbai,Referral,No
CUST01315,Other,18-24,Bangalore,Google Ad,No
CUST01316,Other,18-24,Chennai,Google Ad,Yes
CUST01317,Female,45+,Bangalore,Instagram Ad,No
CUST01318,Male,36-45,Delhi,Instagram Ad,Yes
CUST01319,Other,25-30,Chennai,Google Ad,Yes
CUST01320,Female,18-24,Delhi,Influencer,No
CUST01321,Female,45+,Bangalore,Instagram Ad,No
CUST01322,Male,25-30,Hyderabad,Influencer,Yes
CUST01323,Other,18-24,Hyderabad,Instagram Ad,Yes
CUST01324,Male,18-24,Mumbai,Referral,Yes
CUST01325,Male,25-30,Pune,Google Ad,Yes
CUST01326,Male,31-35,Mumbai,Referral,No
CUST01327,Other,25-30,Bangalore,Google Ad,No
CUST01328,Female,36-45,Ahmedabad,Instagram Ad,No
CUST01329,Male,36-45,Jaipur,Google Ad,No
CUST01330,Male,18-24,Jaipur,Instagram Ad,No
CUST01331,Other,25-30,Delhi,Google Ad,No
CUST01332,Other,18-24,Pune,Instagram Ad,Yes
CUST01333,Female,25-30,Bangalore,Instagram Ad,No
CUST01334,Female,18-24,Delhi,Influencer,No
CUST01335,Male,25-30,Pune,Influencer,Yes
CUST01336,Male,31-35,Jaipur,Instagram Ad,Yes
CUST01337,Other,45+,Bangalore,Instagram Ad,No
CUST01338,Male,25-30,Hyderabad,Organic Search,No
CUST01339,Other,25-30,Bangalore,Google Ad,No
CUST01340,Male,18-24,Lucknow,Referral,No
CUST01341,Other,31-35,Delhi,Google Ad,No
CUST01342,Male,25-30,Lucknow,Organic Search,No
CUST01343,Male,31-35,Mumbai,Google Ad,No
CUST01344,Male,25-30,Chennai,Google Ad,No
CUST01345,Female,25-30,Delhi,Referral,Yes
CUST01346,Male,18-24,Bangalore,Instagram Ad,Yes
CUST01347,Male,31-35,Bangalore,Google Ad,No
CUST01348,Female,25-30,Kolkata,Instagram Ad,No
CUST01349,Female,36-45,Pune,Organic Search,No
CUST01350,Male,18-24,Bangalore,Google Ad,No
CUST01351,Other,18-24,Jaipur,Influencer,Yes
CUST01352,Male,25-30,Ahmedabad,Influencer,No
CUST01353,Other,25-30,Bangalore,Organic Search,No
CUST01354,Male,31-35,Mumbai,Instagram Ad,No
CUST01355,Other,25-30,Delhi,Google Ad,No
CUST01356,Male,18-24,Delhi,Influencer,No
CUST01357,Female,25-30,Pune,Influencer,Yes
CUST01358,Other,31-35,Hyderabad,Organic Search,Yes
CUST01359,Male,31-35,Mumbai,Organic Search,No
CUST01360,Male,18-24,Kolkata,Instagram Ad,No
CUST01361,Female,25-30,Mumbai,Instagram Ad,No
CUST01362,Other,18-24,Mumbai,Instagram Ad,No
CUST01363,Other,25-30,Mumbai,Instagram Ad,Yes
CUST01364,Other,18-24,Bangalore,Organic Search,Yes
CUST01365,Female,25-30,Delhi,Influencer,No
CUST01366,Other,31-35,Delhi,Instagram Ad,No
CUST01367,Other,18-24,Bangalore,Referral,No
CUST01368,Male,36-45,Delhi,Organic Search,No
CUST01369,Male,18-24,Hyderabad,Instagram Ad,No
CUST01370,Female,25-30,Hyderabad,Referral,No
CUST01371,Other,31-35,Delhi,Google Ad,No
CUST01372,Male,31-35,Lucknow,Instagram Ad,No
CUST01373,Female,31-35,Ahmedabad,Instagram Ad,No
CUST01374,Other,25-30,Delhi,Google Ad,No
CUST01375,Female,25-30,Kolkata,Google Ad,No
CUST01376,Other,25-30,Mumbai,Instagram Ad,No
CUST01377,Male,25-30,Mumbai,Google Ad,No
CUST01378,Other,18-24,Bangalore,Instagram Ad,No
CUST01379,Other,36-45,Hyderabad,Instagram Ad,No
CUST01380,Other,31-35,Chennai,Instagram Ad,No
CUST01381,Other,36-45,Pune,Organic Search,No
CUST01382,Female,25-30,Mumbai,Organic Search,Yes
CUST01383,Other,25-30,Delhi,Google Ad,Yes
CUST01384,Female,31-35,Chennai,Instagram Ad,Yes
CUST01385,Other,18-24,Kolkata,Google Ad,No
CUST01386,Other,18-24,Pune,Referral,No
CUST01387,Female,31-35,Mumbai,Instagram Ad,Yes
CUST01388,Male,18-24,Mumbai,Instagram Ad,No
CUST01389,Male,36-45,Pune,Referral,No
CUST01390,Female,18-24,Hyderabad,Instagram Ad,No
CUST01391,Other,25-30,Lucknow,Instagram Ad,No
CUST01392,Male,36-45,Mumbai,Organic Search,No
CUST01393,Other,36-45,Lucknow,Influencer,Yes
CUST01394,Female,36-45,Pune,Organic Search,Yes
CUST01395,Female,31-35,Lucknow,Influencer,No
CUST01396,Male,18-24,Delhi,Referral,No
CUST01397,Male,25-30,Mumbai,Google Ad,No
CUST01398,Other,36-45,Pune,Instagram Ad,No
CUST01399,Male,18-24,Lucknow,Google Ad,No
CUST01400,Female,25-30,Hyderabad,Organic Search,No
CUST01401,Female,18-24,Delhi,Instagram Ad,No
CUST01402,Female,18-24,Pune,Referral,No
CUST01403,Other,25-30,Bangalore,Instagram Ad,No
CUST01404,Male,36-45,Delhi,Google Ad,No
CUST01405,Other,36-45,Delhi,Google Ad,Yes
CUST01406,Other,18-24,Ahmedabad,Referral,No
CUST01407,Male,18-24,Kolkata,Google Ad,No
CUST01408,Female,25-30,Mumbai,Referral,No
CUST01409,Male,18-24,Mumbai,Instagram Ad,Yes
CUST01410,Male,25-30,Kolkata,Instagram Ad,Yes
CUST01411,Male,25-30,Chennai,Instagram Ad,No
CUST01412,Other,25-30,Delhi,Instagram Ad,No
CUST01413,Male,31-35,Pune,Organic Search,No
CUST01414,Female,18-24,Delhi,Instagram Ad,Yes
CUST01415,Male,31-35,Kolkata,Influencer,No
CUST01416,Female,18-24,Mumbai,Referral,No
CUST01417,Female,31-35,Chennai,Organic Search,No
CUST01418,Female,18-24,Hyderabad,Referral,No
CUST01419,Other,31-35,Delhi,Influencer,Yes
CUST01420,Other,25-30,Mumbai,Organic Search,Yes
CUST01421,Other,18-24,Bangalore,Influencer,Yes
CUST01422,Male,18-24,Chennai,Google Ad,No
CUST01423,Other,18-24,Pune,Instagram Ad,Yes
CUST01424,Male,31-35,Pune,Referral,No
CUST01425,Female,25-30,Bangalore,Influencer,No
CUST01426,Male,25-30,Delhi,Google Ad,No
CUST01427,Female,36-45,Delhi,Influencer,Yes
CUST01428,Male,31-35,Ahmedabad,Instagram Ad,No
CUST01429,Other,25-30,Jaipur,Organic Search,No
CUST01430,Female,18-24,Delhi,Instagram Ad,Yes
CUST01431,Male,18-24,Bangalore,Referral,Yes
CUST01432,Male,18-24,Pune,Instagram Ad,Yes
CUST01433,Other,18-24,Ahmedabad,Referral,No
CUST01434,Other,31-35,Bangalore,Organic Search,No
CUST01435,Other,31-35,Delhi,Instagram Ad,No
CUST01436,Male,36-45,Pune,Referral,No
CUST01437,Other,18-24,Hyderabad,Organic Search,No
CUST01438,Male,45+,Hyderabad,Instagram Ad,No
CUST01439,Other,18-24,Chennai,Influencer,No
CUST01440,Male,31-35,Bangalore,Google Ad,No
CUST01441,Female,31-35,Ahmedabad,Influencer,Yes
CUST01442,Other,36-45,Hyderabad,Instagram Ad,Yes
CUST01443,Female,18-24,Ahmedabad,Organic Search,No
CUST01444,Male,18-24,Hyderabad,Instagram Ad,No
CUST01445,Female,31-35,Mumbai,Referral,Yes
CUST01446,Other,31-35,Bangalore,Organic Search,Yes
CUST01447,Other,18-24,Ahmedabad,Instagram Ad,No
CUST01448,Male,45+,Mumbai,Instagram Ad,No
CUST01449,Other,45+,Ahmedabad,Google Ad,No
CUST01450,Female,18-24,Lucknow,Influencer,Yes
CUST01451,Other,25-30,Mumbai,Instagram Ad,No
CUST01452,Female,25-30,Mumbai,Instagram Ad,No
CUST01453,Other,31-35,Bangalore,Instagram Ad,No
CUST01454,Male,36-45,Delhi,Instagram Ad,Yes
CUST01455,Other,18-24,Pune,Influencer,No
CUST01456,Male,36-45,Bangalore,Organic Search,No
CUST01457,Other,18-24,Delhi,Organic Search,Yes
CUST01458,Male,25-30,Bangalore,Influencer,No
CUST01459,Female,31-35,Bangalore,Referral,No
CUST01460,Female,36-45,Bangalore,Organic Search,No
CUST01461,Female,25-30,Mumbai,Instagram Ad,Yes
CUST01462,Female,36-45,Delhi,Instagram Ad,No
CUST01463,Male,25-30,Bangalore,Instagram Ad,No
CUST01464,Male,36-45,Kolkata,Google Ad,No
CUST01465,Female,18-24,Mumbai,Instagram Ad,No
CUST01466,Female,25-30,Bangalore,Instagram Ad,No
CUST01467,Female,31-35,Bangalore,Organic Search,Yes
CUST01468,Other,31-35,Pune,Instagram Ad,Yes
CUST01469,Female,31-35,Chennai,Google Ad,No
CUST01470,Male,36-45,Hyderabad,Google Ad,No
CUST01471,Male,18-24,Pune,Google Ad,No
CUST01472,Male,25-30,Bangalore,Google Ad,No
CUST01473,Other,31-35,Bangalore,Organic Search,No
CUST01474,Other,25-30,Mumbai,Google Ad,Yes
CUST01475,Other,36-45,Delhi,Influencer,No
CUST01476,Other,31-35,Bangalore,Instagram Ad,No
CUST01477,Male,18-24,Pune,Google Ad,No
CUST01478,Other,18-24,Mumbai,Google Ad,No
CUST01479,Other,31-35,Bangalore,Google Ad,Yes
CUST01480,Other,45+,Hyderabad,Instagram Ad,No
CUST01481,Female,18-24,Jaipur,Instagram Ad,No
CUST01482,Male,18-24,Hyderabad,Referral,No
CUST01483,Other,31-35,Ahmedabad,Instagram Ad,No
CUST01484,Female,18-24,Lucknow,Google Ad,No
CUST01485,Male,31-35,Mumbai,Instagram Ad,No
CUST01486,Other,25-30,Delhi,Instagram Ad,No
CUST01487,Male,45+,Delhi,Instagram Ad,Yes
CUST01488,Male,31-35,Chennai,Instagram Ad,Yes
CUST01489,Female,31-35,Pune,Instagram Ad,No
CUST01490,Other,25-30,Delhi,Referral,No
CUST01491,Male,25-30,Jaipur,Google Ad,No
CUST01492,Female,25-30,Ahmedabad,Influencer,Yes
CUST01493,Male,36-45,Chennai,Referral,Yes
CUST01494,Male,31-35,Kolkata,Instagram Ad,No
CUST01495,Female,18-24,Mumbai,Google Ad,No
CUST01496,Male,31-35,Mumbai,Influencer,Yes
CUST01497,Female,18-24,Mumbai,Google Ad,No
CUST01498,Other,31-35,Chennai,Instagram Ad,No
CUST01499,Male,25-30,Bangalore,Instagram Ad,No
CUST01500,Other,25-30,Chennai,Google Ad,Yes
CUST01501,Other,31-35,Mumbai,Referral,No
CUST01502,Male,18-24,Jaipur,Google Ad,Yes
CUST01503,Female,31-35,Delhi,Referral,No
CUST01504,Male,45+,Bangalore,Google Ad,No
CUST01505,Male,18-24,Bangalore,Google Ad,Yes
CUST01506,Female,25-30,Kolkata,Referral,Yes
CUST01507,Female,18-24,Delhi,Referral,Yes
CUST01508,Male,31-35,Mumbai,Organic Search,No
CUST01509,Female,31-35,Delhi,Organic Search,Yes
CUST01510,Other,31-35,Kolkata,Instagram Ad,No
CUST01511,Female,25-30,Mumbai,Google Ad,Yes
CUST01512,Other,31-35,Chennai,Instagram Ad,No
CUST01513,Other,31-35,Ahmedabad,Google Ad,No
CUST01514,Other,25-30,Delhi,Referral,No
CUST01515,Female,25-30,Bangalore,Referral,No
CUST01516,Female,25-30,Delhi,Google Ad,No
CUST01517,Male,18-24,Chennai,Google Ad,No
CUST01518,Female,18-24,Delhi,Influencer,No
