order_id,customer_id,city,gender,age_group,channel,is_subscriber,order_date,product_name,category,unit_price,quantity,revenue,discount_pct,returned,order_month,cohort_month,cohort_index
ORD007137,CUST00046,Mumbai,Female,25-30,Influencer,No,2023-10-09,Dog Food - Chicken 1kg,Pet Care,599,1,599,5,No,2023-10,2023-02,8
ORD000103,CUST00457,Bangalore,Female,31-35,Instagram Ad,No,2023-10-09,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-10,0
ORD003908,CUST01506,Kolkata,Female,25-30,Referral,Yes,2023-10-09,Protein Bar - Peanut Butter,Nutrition,180,2,360,10,No,2023-10,2023-10,0
ORD000661,CUST01882,Pune,Other,25-30,Organic Search,No,2023-10-09,Protein Bar - Coffee,Nutrition,180,2,360,5,No,2023-10,2023-06,4
ORD002285,CUST00887,Mumbai,Male,36-45,Instagram Ad,No,2023-10-09,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-03,7
ORD006953,CUST02614,Ahmedabad,Other,36-45,Referral,No,2023-10-09,Moisturiser SPF 50,Skincare,499,1,499,15,No,2023-10,2023-03,7
ORD000009,CUST00299,Pune,Male,25-30,Instagram Ad,No,2023-10-09,Muesli - No Added Sugar,Nutrition,299,2,598,0,No,2023-10,2023-01,9
ORD005074,CUST00255,Pune,Other,18-24,Influencer,Yes,2023-10-10,Cat Treats - Tuna,Pet Care,249,1,249,10,No,2023-10,2023-02,8
ORD007617,CUST00182,Kolkata,Male,25-30,Instagram Ad,No,2023-10-10,Sanitary Pads - Regular,Wellness,199,3,597,0,No,2023-10,2023-10,0
ORD007757,CUST02790,Mumbai,Female,36-45,Organic Search,No,2023-10-10,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-10,2023-06,4
ORD002120,CUST00161,Delhi,Other,18-24,Instagram Ad,No,2023-10-10,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-05,5
ORD007582,CUST02775,Chennai,Other,31-35,Organic Search,No,2023-10-10,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-10,2023-10,0
ORD004338,CUST01899,Ahmedabad,Male,31-35,Instagram Ad,No,2023-10-10,Vitamin C Serum,Skincare,599,1,599,10,No,2023-10,2023-10,0
ORD006254,CUST01327,Bangalore,Other,25-30,Google Ad,No,2023-10-10,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-10,2023-01,9
ORD000391,CUST01397,Mumbai,Male,25-30,Google Ad,No,2023-10-11,Protein Bar - Peanut Butter,Nutrition,180,1,180,5,No,2023-10,2023-05,5
ORD004612,CUST00612,Delhi,Female,25-30,Instagram Ad,Yes,2023-10-11,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-10,2023-01,9
ORD000475,CUST01248,Chennai,Male,31-35,Influencer,No,2023-10-11,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-10,2023-04,6
ORD000947,CUST00885,Delhi,Male,18-24,Organic Search,Yes,2023-10-11,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-04,6
ORD001403,CUST01623,Hyderabad,Other,25-30,Organic Search,No,2023-10-11,Moisturiser SPF 50,Skincare,499,1,499,10,No,2023-10,2023-06,4
ORD006658,CUST01401,Delhi,Female,18-24,Instagram Ad,No,2023-10-11,Dog Food - Chicken 1kg,Pet Care,599,1,599,10,No,2023-10,2023-09,1
ORD007362,CUST00967,Delhi,Other,18-24,Google Ad,No,2023-10-11,Moisturiser SPF 50,Skincare,499,1,499,5,No,2023-10,2023-09,1
ORD001613,CUST00811,Bangalore,Other,25-30,Google Ad,No,2023-10-11,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-09,1
ORD003051,CUST02123,Mumbai,Female,18-24,Referral,Yes,2023-10-11,Sanitary Pads - Heavy Flow,Wellness,249,1,249,10,No,2023-10,2023-10,0
ORD004251,CUST00083,Delhi,Male,25-30,Google Ad,No,2023-10-11,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-10,2023-01,9
ORD005668,CUST01627,Chennai,Male,18-24,Referral,No,2023-10-12,Shampoo - Anti Dandruff,Haircare,349,3,1047,5,No,2023-10,2023-04,6
ORD000512,CUST02002,Delhi,Female,25-30,Referral,No,2023-10-12,Protein Bar - Coffee,Nutrition,180,1,180,5,No,2023-10,2023-10,0
ORD006195,CUST02011,Delhi,Male,45+,Instagram Ad,No,2023-10-12,Muesli - No Added Sugar,Nutrition,299,2,598,15,No,2023-10,2023-09,1
ORD004057,CUST02759,Hyderabad,Male,25-30,Referral,No,2023-10-12,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-02,8
ORD007201,CUST01614,Delhi,Female,25-30,Influencer,Yes,2023-10-12,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-10,0
ORD001142,CUST01427,Delhi,Female,36-45,Influencer,Yes,2023-10-12,Face Wash - Charcoal,Skincare,299,2,598,10,No,2023-10,2023-07,3
ORD005129,CUST00400,Mumbai,Male,18-24,Instagram Ad,No,2023-10-12,Protein Bar - Coffee,Nutrition,180,3,540,0,No,2023-10,2023-05,5
ORD003892,CUST02128,Delhi,Male,36-45,Instagram Ad,No,2023-10-12,Vitamin C Serum,Skincare,599,1,599,10,No,2023-10,2023-10,0
ORD002573,CUST02544,Delhi,Female,25-30,Instagram Ad,Yes,2023-10-12,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-10,2023-04,6
ORD004481,CUST01791,Bangalore,Other,31-35,Organic Search,No,2023-10-12,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-10,2023-01,9
ORD003344,CUST01124,Chennai,Other,25-30,Organic Search,No,2023-10-12,Muesli - No Added Sugar,Nutrition,299,1,299,0,No,2023-10,2023-05,5
ORD004028,CUST00254,Mumbai,Female,36-45,Organic Search,No,2023-10-12,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-10,2023-08,2
ORD003379,CUST01281,Ahmedabad,Other,25-30,Instagram Ad,No,2023-10-12,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-10,2023-05,5
ORD003133,CUST01768,Mumbai,Female,18-24,Google Ad,No,2023-10-12,Sanitary Pads - Regular,Wellness,199,3,597,15,No,2023-10,2023-04,6
ORD000405,CUST01660,Pune,Male,36-45,Instagram Ad,No,2023-10-12,Sanitary Pads - Regular,Wellness,199,2,398,5,No,2023-10,2023-01,9
ORD004392,CUST00514,Jaipur,Female,18-24,Referral,No,2023-10-13,Vitamin C Serum,Skincare,599,3,1797,5,No,2023-10,2023-09,1
ORD000305,CUST00140,Mumbai,Other,18-24,Referral,No,2023-10-13,Peanut Butter - Crunchy,Nutrition,349,3,1047,0,No,2023-10,2023-05,5
ORD002844,CUST00486,Delhi,Female,18-24,Referral,No,2023-10-13,Vitamin C Serum,Skincare,599,2,1198,0,No,2023-10,2023-04,6
ORD005429,CUST01777,Mumbai,Female,18-24,Instagram Ad,Yes,2023-10-13,Protein Bar - Dark Chocolate,Nutrition,180,2,360,10,No,2023-10,2023-04,6
ORD005238,CUST00822,Mumbai,Other,25-30,Google Ad,No,2023-10-13,Sanitary Pads - Regular,Wellness,199,2,398,0,No,2023-10,2023-09,1
ORD006198,CUST01056,Pune,Female,25-30,Influencer,No,2023-10-13,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-04,6
ORD007305,CUST01379,Hyderabad,Other,36-45,Instagram Ad,No,2023-10-14,Peanut Butter - Crunchy,Nutrition,349,1,349,5,No,2023-10,2023-02,8
ORD005060,CUST00946,Delhi,Male,25-30,Instagram Ad,No,2023-10-14,Vitamin C Serum,Skincare,599,1,599,0,No,2023-10,2023-10,0
ORD005145,CUST01143,Kolkata,Male,18-24,Google Ad,No,2023-10-14,Peanut Butter - Crunchy,Nutrition,349,3,1047,10,No,2023-10,2023-04,6
ORD004204,CUST00741,Delhi,Other,18-24,Instagram Ad,No,2023-10-14,Sanitary Pads - Heavy Flow,Wellness,249,3,747,0,No,2023-10,2023-10,0
ORD007616,CUST01588,Hyderabad,Other,25-30,Instagram Ad,No,2023-10-14,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No,2023-10,2023-04,6
ORD000596,CUST00272,Bangalore,Female,36-45,Organic Search,Yes,2023-10-14,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-10,0
ORD007519,CUST00244,Mumbai,Female,31-35,Instagram Ad,No,2023-10-14,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-02,8
ORD002124,CUST01452,Mumbai,Female,25-30,Instagram Ad,No,2023-10-14,Shampoo - Anti Dandruff,Haircare,349,3,1047,0,No,2023-10,2023-01,9
ORD002543,CUST00914,Mumbai,Female,36-45,Instagram Ad,Yes,2023-10-14,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-10,2023-03,7
ORD001412,CUST01236,Bangalore,Male,25-30,Referral,No,2023-10-15,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-10,2023-01,9
ORD000383,CUST00831,Mumbai,Other,25-30,Referral,No,2023-10-15,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-06,4
ORD004680,CUST00848,Hyderabad,Other,18-24,Instagram Ad,No,2023-10-15,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-10,2023-10,0
ORD005628,CUST01375,Kolkata,Female,25-30,Google Ad,No,2023-10-15,Sanitary Pads - Regular,Wellness,199,2,398,10,No,2023-10,2023-03,7
ORD005052,CUST01497,Mumbai,Female,18-24,Google Ad,No,2023-10-15,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-10,0
ORD000135,CUST01725,Mumbai,Female,31-35,Instagram Ad,No,2023-10-15,Cat Treats - Tuna,Pet Care,249,2,498,0,No,2023-10,2023-10,0
ORD000686,CUST02366,Mumbai,Male,31-35,Organic Search,No,2023-10-15,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-10,2023-10,0
ORD004015,CUST02660,Chennai,Other,25-30,Referral,No,2023-10-15,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-10,2023-10,0
ORD002575,CUST02551,Mumbai,Female,25-30,Instagram Ad,No,2023-10-15,Dog Food - Chicken 1kg,Pet Care,599,2,1198,10,No,2023-10,2023-03,7
ORD000879,CUST01847,Delhi,Other,31-35,Instagram Ad,No,2023-10-15,Muesli - No Added Sugar,Nutrition,299,1,299,5,No,2023-10,2023-10,0
ORD003503,CUST01720,Mumbai,Male,18-24,Referral,No,2023-10-15,Vitamin C Serum,Skincare,599,1,599,15,No,2023-10,2023-01,9
ORD006408,CUST01080,Mumbai,Other,31-35,Google Ad,No,2023-10-16,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-10,2023-04,6
ORD001351,CUST00051,Mumbai,Other,31-35,Instagram Ad,No,2023-10-16,Protein Bar - Dark Chocolate,Nutrition,180,1,180,15,No,2023-10,2023-10,0
ORD005167,CUST00616,Kolkata,Other,45+,Organic Search,No,2023-10-16,Cat Treats - Tuna,Pet Care,249,1,249,10,No,2023-10,2023-03,7
ORD002499,CUST01793,Delhi,Other,18-24,Google Ad,No,2023-10-16,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No,2023-10,2023-10,0
ORD005213,CUST01424,Pune,Male,31-35,Referral,No,2023-10-16,Protein Bar - Dark Chocolate,Nutrition,180,1,180,5,No,2023-10,2023-03,7
ORD006930,CUST01907,Pune,Female,25-30,Referral,No,2023-10-16,Vitamin C Serum,Skincare,599,1,599,0,No,2023-10,2023-01,9
ORD005019,CUST02004,Delhi,Other,31-35,Organic Search,No,2023-10-16,Muesli - No Added Sugar,Nutrition,299,1,299,0,No,2023-10,2023-03,7
ORD003086,CUST02962,Mumbai,Male,45+,Influencer,No,2023-10-16,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-09,1
ORD003434,CUST02545,Bangalore,Female,31-35,Organic Search,No,2023-10-16,Face Wash - Charcoal,Skincare,299,1,299,10,No,2023-10,2023-02,8
ORD004892,CUST02582,Delhi,Other,18-24,Google Ad,Yes,2023-10-16,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-10,2023-10,0
ORD002319,CUST00793,Bangalore,Male,31-35,Organic Search,No,2023-10-16,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-10,0
ORD007349,CUST00062,Ahmedabad,Other,18-24,Google Ad,No,2023-10-17,Vitamin C Serum,Skincare,599,1,599,0,No,2023-10,2023-10,0
ORD001064,CUST01142,Ahmedabad,Male,18-24,Instagram Ad,Yes,2023-10-17,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-10,2023-10,0
ORD000053,CUST01231,Hyderabad,Female,45+,Organic Search,No,2023-10-17,Face Wash - Charcoal,Skincare,299,3,897,0,No,2023-10,2023-10,0
ORD001310,CUST01334,Delhi,Female,18-24,Influencer,No,2023-10-17,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-04,6
ORD005343,CUST01728,Bangalore,Female,36-45,Google Ad,No,2023-10-17,Face Wash - Charcoal,Skincare,299,1,299,10,No,2023-10,2023-03,7
ORD003505,CUST00393,Bangalore,Female,31-35,Organic Search,Yes,2023-10-17,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-10,2023-07,3
ORD004747,CUST01584,Bangalore,Male,25-30,Instagram Ad,No,2023-10-17,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-10,0
ORD006002,CUST02942,Pune,Other,25-30,Instagram Ad,Yes,2023-10-18,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-10,0
ORD003165,CUST00566,Pune,Male,31-35,Influencer,No,2023-10-18,Moisturiser SPF 50,Skincare,499,1,499,10,No,2023-10,2023-10,0
ORD002632,CUST02231,Mumbai,Male,25-30,Organic Search,No,2023-10-18,Sanitary Pads - Regular,Wellness,199,2,398,0,No,2023-10,2023-10,0
ORD000417,CUST01205,Chennai,Female,36-45,Referral,Yes,2023-10-18,Face Wash - Charcoal,Skincare,299,2,598,0,No,2023-10,2023-05,5
ORD001538,CUST01474,Mumbai,Other,25-30,Google Ad,Yes,2023-10-18,Protein Bar - Dark Chocolate,Nutrition,180,1,180,10,No,2023-10,2023-10,0
ORD007234,CUST01795,Chennai,Other,45+,Instagram Ad,No,2023-10-18,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-10,0
ORD004722,CUST02721,Mumbai,Female,25-30,Google Ad,No,2023-10-18,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-10,2023-04,6
ORD002402,CUST01175,Bangalore,Female,25-30,Instagram Ad,No,2023-10-18,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-10,2023-01,9
ORD003870,CUST02334,Hyderabad,Other,25-30,Google Ad,Yes,2023-10-18,Muesli - No Added Sugar,Nutrition,299,2,598,5,No,2023-10,2023-10,0
ORD005897,CUST02596,Hyderabad,Other,31-35,Instagram Ad,No,2023-10-18,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-02,8
ORD005528,CUST02187,Bangalore,Female,25-30,Instagram Ad,Yes,2023-10-18,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-01,9
ORD007031,CUST02506,Mumbai,Female,18-24,Influencer,Yes,2023-10-18,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-10,2023-07,3
ORD004532,CUST01999,Delhi,Other,18-24,Instagram Ad,No,2023-10-18,Vitamin C Serum,Skincare,599,2,1198,0,No,2023-10,2023-10,0
ORD006891,CUST01866,Delhi,Other,25-30,Influencer,No,2023-10-19,Protein Bar - Coffee,Nutrition,180,1,180,10,No,2023-10,2023-05,5
ORD001731,CUST00951,Ahmedabad,Other,25-30,Referral,No,2023-10-19,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-10,2023-10,0
ORD003247,CUST00605,Mumbai,Other,25-30,Instagram Ad,No,2023-10-19,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-10,2023-10,0
ORD005684,CUST02782,Hyderabad,Female,18-24,Referral,No,2023-10-19,Protein Bar - Peanut Butter,Nutrition,180,3,540,15,No,2023-10,2023-01,9
ORD007934,CUST02938,Mumbai,Male,18-24,Google Ad,No,2023-10-19,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-10,2023-01,9
ORD000915,CUST01121,Bangalore,Female,18-24,Google Ad,No,2023-10-19,Protein Bar - Dark Chocolate,Nutrition,180,2,360,10,No,2023-10,2023-01,9
ORD001610,CUST02150,Delhi,Male,25-30,Google Ad,No,2023-10-19,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-03,7
ORD003923,CUST01896,Delhi,Female,31-35,Instagram Ad,Yes,2023-10-20,Protein Bar - Coffee,Nutrition,180,2,360,10,No,2023-10,2023-02,8
ORD002203,CUST02413,Mumbai,Female,25-30,Instagram Ad,Yes,2023-10-20,Sanitary Pads - Heavy Flow,Wellness,249,2,498,0,No,2023-10,2023-02,8
ORD006063,CUST01608,Pune,Other,18-24,Organic Search,No,2023-10-20,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-10,2023-04,6
ORD000861,CUST02492,Pune,Other,25-30,Organic Search,Yes,2023-10-20,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-10,2023-05,5
ORD006382,CUST00065,Hyderabad,Other,36-45,Organic Search,Yes,2023-10-20,Moisturiser SPF 50,Skincare,499,1,499,5,No,2023-10,2023-03,7
ORD005059,CUST02209,Bangalore,Male,31-35,Influencer,Yes,2023-10-20,Peanut Butter - Crunchy,Nutrition,349,1,349,5,No,2023-10,2023-05,5
ORD004928,CUST01799,Mumbai,Female,25-30,Referral,No,2023-10-20,Protein Bar - Dark Chocolate,Nutrition,180,2,360,0,No,2023-10,2023-10,0
ORD002955,CUST01771,Chennai,Male,25-30,Google Ad,No,2023-10-20,Shampoo - Anti Dandruff,Haircare,349,1,349,10,No,2023-10,2023-10,0
ORD003752,CUST02101,Ahmedabad,Female,25-30,Organic Search,No,2023-10-21,Face Wash - Charcoal,Skincare,299,2,598,10,No,2023-10,2023-05,5
ORD002389,CUST02306,Pune,Female,18-24,Google Ad,No,2023-10-21,Peanut Butter - Crunchy,Nutrition,349,1,349,0,No,2023-10,2023-09,1
ORD006333,CUST01690,Pune,Female,36-45,Influencer,No,2023-10-21,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-10,2023-01,9
ORD007935,CUST02200,Bangalore,Female,18-24,Instagram Ad,No,2023-10-21,Shampoo - Anti Dandruff,Haircare,349,2,698,0,No,2023-10,2023-10,0
ORD001797,CUST01919,Bangalore,Female,36-45,Google Ad,No,2023-10-21,Face Wash - Charcoal,Skincare,299,1,299,10,No,2023-10,2023-01,9
ORD004917,CUST00930,Mumbai,Male,25-30,Google Ad,No,2023-10-21,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-03,7
ORD000505,CUST02465,Pune,Male,18-24,Instagram Ad,Yes,2023-10-21,Shampoo - Anti Dandruff,Haircare,349,1,349,5,No,2023-10,2023-03,7
ORD001736,CUST00726,Chennai,Other,18-24,Instagram Ad,No,2023-10-21,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-10,2023-02,8
ORD005225,CUST02255,Chennai,Male,18-24,Instagram Ad,No,2023-10-21,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-10,2023-10,0
ORD005396,CUST02822,Mumbai,Other,36-45,Influencer,No,2023-10-21,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-01,9
ORD000104,CUST02588,Bangalore,Female,25-30,Organic Search,No,2023-10-21,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-04,6
ORD003689,CUST02468,Mumbai,Female,36-45,Instagram Ad,No,2023-10-22,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-10,2023-03,7
ORD003046,CUST01076,Ahmedabad,Other,18-24,Referral,No,2023-10-22,Cat Treats - Tuna,Pet Care,249,2,498,5,No,2023-10,2023-03,7
ORD006392,CUST02348,Bangalore,Male,25-30,Influencer,No,2023-10-22,Protein Bar - Dark Chocolate,Nutrition,180,3,540,5,No,2023-10,2023-06,4
ORD005810,CUST01878,Ahmedabad,Female,31-35,Referral,No,2023-10-22,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-10,2023-04,6
ORD002074,CUST00496,Chennai,Other,18-24,Google Ad,No,2023-10-22,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-10,2023-03,7
ORD006467,CUST02914,Mumbai,Female,18-24,Referral,No,2023-10-22,Protein Bar - Dark Chocolate,Nutrition,180,2,360,5,No,2023-10,2023-07,3
ORD007872,CUST02072,Kolkata,Female,25-30,Google Ad,Yes,2023-10-22,Sanitary Pads - Heavy Flow,Wellness,249,1,249,5,No,2023-10,2023-04,6
ORD003161,CUST01687,Lucknow,Other,25-30,Organic Search,Yes,2023-10-23,Sanitary Pads - Regular,Wellness,199,3,597,0,No,2023-10,2023-10,0
ORD005886,CUST01415,Kolkata,Male,31-35,Influencer,No,2023-10-23,Vitamin C Serum,Skincare,599,3,1797,15,No,2023-10,2023-09,1
ORD006795,CUST02908,Bangalore,Other,25-30,Influencer,No,2023-10-23,Sanitary Pads - Heavy Flow,Wellness,249,1,249,0,No,2023-10,2023-01,9
ORD000356,CUST00273,Delhi,Other,45+,Influencer,No,2023-10-23,Shampoo - Anti Dandruff,Haircare,349,1,349,0,No,2023-10,2023-05,5
ORD002605,CUST01813,Chennai,Other,18-24,Referral,No,2023-10-23,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-10,0
ORD007057,CUST01979,Mumbai,Female,25-30,Instagram Ad,Yes,2023-10-23,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-10,2023-01,9
ORD006395,CUST02051,Bangalore,Female,18-24,Influencer,No,2023-10-23,Protein Bar - Coffee,Nutrition,180,1,180,15,No,2023-10,2023-10,0
ORD002512,CUST00293,Delhi,Other,18-24,Organic Search,No,2023-10-23,Protein Bar - Coffee,Nutrition,180,1,180,10,No,2023-10,2023-08,2
ORD004485,CUST01280,Bangalore,Other,25-30,Referral,No,2023-10-23,Cat Treats - Tuna,Pet Care,249,2,498,0,No,2023-10,2023-05,5
ORD005102,CUST00109,Mumbai,Female,31-35,Instagram Ad,No,2023-10-24,Protein Bar - Coffee,Nutrition,180,2,360,0,No,2023-10,2023-10,0
ORD002696,CUST01248,Chennai,Male,31-35,Influencer,No,2023-10-24,Vitamin C Serum,Skincare,599,2,1198,10,No,2023-10,2023-04,6
ORD003070,CUST00926,Hyderabad,Male,31-35,Instagram Ad,No,2023-10-24,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No,2023-10,2023-01,9
ORD005517,CUST02197,Bangalore,Female,25-30,Google Ad,No,2023-10-24,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-10,2023-10,0
ORD007039,CUST01387,Mumbai,Female,31-35,Instagram Ad,Yes,2023-10-24,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-10,2023-10,0
ORD001823,CUST02853,Delhi,Male,25-30,Instagram Ad,No,2023-10-24,Protein Bar - Coffee,Nutrition,180,1,180,0,No,2023-10,2023-10,0
ORD005993,CUST01363,Mumbai,Other,25-30,Instagram Ad,Yes,2023-10-24,Muesli - No Added Sugar,Nutrition,299,2,598,5,No,2023-10,2023-10,0
ORD006096,CUST00598,Hyderabad,Other,31-35,Google Ad,Yes,2023-10-24,Peanut Butter - Crunchy,Nutrition,349,2,698,5,No,2023-10,2023-10,0
ORD003861,CUST01221,Bangalore,Male,18-24,Referral,Yes,2023-10-24,Dog Food - Chicken 1kg,Pet Care,599,2,1198,0,No,2023-10,2023-10,0
ORD003034,CUST02266,Kolkata,Female,36-45,Referral,No,2023-10-24,Moisturiser SPF 50,Skincare,499,1,499,15,No,2023-10,2023-03,7
ORD002036,CUST02628,Delhi,Male,31-35,Instagram Ad,No,2023-10-24,Moisturiser SPF 50,Skincare,499,1,499,0,No,2023-10,2023-04,6
ORD001088,CUST02780,Bangalore,Male,36-45,Referral,No,2023-10-25,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-01,9
ORD003466,CUST02396,Bangalore,Male,18-24,Instagram Ad,Yes,2023-10-25,Protein Bar - Peanut Butter,Nutrition,180,1,180,0,No,2023-10,2023-10,0
ORD006480,CUST01936,Mumbai,Other,31-35,Organic Search,No,2023-10-25,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No,2023-10,2023-10,0
ORD001217,CUST01266,Ahmedabad,Female,36-45,Google Ad,No,2023-10-25,Dog Food - Chicken 1kg,Pet Care,599,1,599,0,No,2023-10,2023-10,0
ORD005357,CUST01888,Hyderabad,Male,36-45,Influencer,No,2023-10-25,Protein Bar - Peanut Butter,Nutrition,180,1,180,10,No,2023-10,2023-10,0
ORD004697,CUST01707,Chennai,Female,18-24,Instagram Ad,Yes,2023-10-25,Protein Bar - Dark Chocolate,Nutrition,180,3,540,0,No,2023-10,2023-07,3
ORD006613,CUST00086,Bangalore,Male,25-30,Instagram Ad,No,2023-10-25,Protein Bar - Coffee,Nutrition,180,2,360,15,No,2023-10,2023-01,9
ORD002306,CUST01864,Pune,Male,18-24,Referral,No,2023-10-25,Sanitary Pads - Regular,Wellness,199,1,199,10,No,2023-10,2023-01,9
ORD006289,CUST01871,Mumbai,Male,25-30,Google Ad,No,2023-10-25,Protein Bar - Peanut Butter,Nutrition,180,2,360,0,No,2023-10,2023-02,8
ORD005834,CUST00560,Mumbai,Male,36-45,Instagram Ad,Yes,2023-10-25,Cat Treats - Tuna,Pet Care,249,1,249,0,No,2023-10,2023-10,0
ORD005370,CUST01195,Delhi,Other,18-24,Instagram Ad,Yes,2023-10-25,Face Wash - Charcoal,Skincare,299,1,299,0,No,2023-10,2023-09,1
ORD005904,CUST00491,Bangalore,Female,18-24,Referral,No,2023-10-25,Protein Bar - Dark Chocolate,Nutrition,180,1,180,0,No,2023-10,2023-05,5
ORD001428,CUST00589,Kolkata,Other,31-35,Organic Search,Yes,2023-10-25,Sanitary Pads - Regular,Wellness,199,1,199,0,No,2023-10,2023-04,6
ORD005411,CUST01121,Bangalore,Female,18-24,Google Ad,No,2023-10-25,Protein Bar - Dark Chocolate,Nutrition,180,1,180,15,No,2023-10,2023-01,9
ORD007901,CUST01156,Chennai,Female,36-45,Instagram Ad,No,2023-10-25,Protein Bar - Dark Chocolate,Nutrition,180,2,360,5,No,2023-10,2023-01,9
ORD003170,CUST00818,Hyderabad,Other,31-35,Instagram Ad,Yes,2023-10-25,Moisturiser SPF 50,Skincare,499,2,998,0,No,2023-10,2023-03,7
ORD004318,CUST00236,Bangalore,Female,18-24,Organic Search,No,2023-10-26,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-10,2023-09,1
ORD000232,CUST00116,Pune,Other,18-24,Organic Search,No,2023-10-26,Vitamin C Serum,Skincare,599,1,599,0,No,2023-10,2023-01,9
ORD007324,CUST01413,Pune,Male,31-35,Organic Search,No,2023-10-26,Shampoo - Anti Dandruff,Haircare,349,3,1047,0,No,2023-10,2023-06,4
ORD002933,CUST00579,Hyderabad,Other,25-30,Influencer,Yes,2023-10-26,Protein Bar - Peanut Butter,Nutrition,180,2,360,15,No,2023-10,2023-06,4
ORD000576,CUST01206,Delhi,Male,25-30,Google Ad,No,2023-10-26,Peanut Butter - Crunchy,Nutrition,349,2,698,0,No,2023-10,2023-05,5
